,1,2,3,4,5
0.002,252.55953851591534,5.688099175325378e+35,0.8008214667620767,-0.0022784009052130294,0.009040005693741124
0.2,1517.678541731956,1.1206299243738121e+37,19.37975187567509,6.260164971474824,2.7903046769985584
0.5,1878.08676544242,1.9551257968940328e+37,32.3609387822956,7.015195853911141,5.530764053269677
1.0,1466.8496718693873,8.284795809633606e+36,69.71690764129534,12.106333036373474,8.33513505113341
