,1,2,3,4,5
0.002,-0.03230037608455927,0.09718057659929949,5272.309873892066,556279.5570259428,220401.55236055178
0.2,0.37647600147437865,0.6980325696886228,3229431.3481673407,191295.491721123,305733.98587356776
0.5,2.693819783624285,2.0082685403438925,497562.74360002193,71092.8924395119,177851.98523030803
1.0,-0.6828868108927475,-0.18665727515139008,479659.86953571625,98580.8119787173,398195.7544109695
