"File Number","0","1","2","3","4"
"1","0.98","0.011999802357177469","0.0020001091078288707","0.0040000093211659","0.0020000792138277607"
"2","0.98","0.01200005554543267","0.0019999767370037806","0.003999944500963539","0.0020000232166000847"
"3","0.98","0.012000218894607294","0.0020000000617559285","0.003999972942794871","0.001999808100841921"
"4","0.98","0.012004196446551131","0.001999599455468645","0.003997749299350719","0.0019984547986295516"
"5","0.98","0.012001542077878222","0.001999976340556486","0.003999333407245123","0.0019991481743201855"
"6","0.968","0.017998670780678416","0.008001030968717349","0.002000143988602904","0.004000154262001397"
"7","0.968","0.01800028869737818","0.007999514087163076","0.00200019949283426","0.0039999977226244645"
"8","0.968","0.018001415265444857","0.007998757602374807","0.001999629576412743","0.004000197555767624"
"9","0.968","0.018000849500538096","0.007999746328655166","0.0019997878965481645","0.003999616274258587"
"10","0.968","0.017999382307189594","0.007999634616881638","0.002000208407358249","0.004000774668570555"
"11","0.972","0.009999506241552042","0.012000670469070782","0.001999953452471596","0.003999869836905612"
"12","0.972","0.00999875877091705","0.012000968773467813","0.002000615847557142","0.003999656608057999"
"13","0.972","0.01000081718521971","0.012000446231256888","0.0019998134809972655","0.00399892310252613"
"14","0.972","0.010001753227012333","0.011999935388979985","0.0020000809850550124","0.003998230398952711"
"15","0.972","0.010000936354139872","0.011999340701566002","0.002000198089067803","0.003999524855226353"
"16","0.968","0.010001287405686737","0.007999934830469199","0.007999001767934824","0.005999775995909296"
"17","0.968","0.010000741685282514","0.008000046007553325","0.007999767926036643","0.005999444381127525"
"18","0.968","0.010000072468905673","0.008001091255309638","0.007997877438532341","0.006000958837252391"
"19","0.968","0.009999943136957668","0.008000393546666266","0.007999022349208554","0.00600064096716752"
"20","0.968","0.010000684827148575","0.007999091366409505","0.008000402847524919","0.005999820958917033"
"21","0.968","0.010001304856550862","0.009998293689369072","0.008000729866451478","0.0039996715876286166"
"22","0.968","0.009999315896355492","0.010000125181020468","0.007999895887882014","0.004000663034742053"
"23","0.968","0.010000868621841604","0.01000090003790502","0.007998909550688122","0.003999321789565269"
"24","0.968","0.01000112421012714","0.010000976754251729","0.007998296688354984","0.0039996023472661695"
"25","0.968","0.010000024424106718","0.009999509669464635","0.008000472323403847","0.003999993583024837"
