"File Number","0","1","2","3","4"
"1","0.45158400000000004","0.39782400000000007","0.13062400000000002","0.018944000000000003","0.0010240000000000004"
"2","0.45158400000000004","0.39782400000000007","0.13062400000000002","0.018944000000000003","0.0010240000000000004"
"3","0.45158400000000004","0.39782400000000007","0.13062400000000002","0.018944000000000003","0.0010240000000000004"
"4","0.45158400000000004","0.39782400000000007","0.13062400000000002","0.018944000000000003","0.0010240000000000004"
"5","0.45158400000000004","0.39782400000000007","0.13062400000000002","0.018944000000000003","0.0010240000000000004"
"6","0.26790911999999995","0.41905152000000007","0.24419072000000006","0.06282752","0.006021120000000005"
"7","0.26790911999999995","0.41905152000000007","0.24419072000000006","0.06282752","0.006021120000000005"
"8","0.26790911999999995","0.41905152000000007","0.24419072000000006","0.06282752","0.006021120000000005"
"9","0.26790911999999995","0.41905152000000007","0.24419072000000006","0.06282752","0.006021120000000005"
"10","0.26790911999999995","0.41905152000000007","0.24419072000000006","0.06282752","0.006021120000000005"
"11","0.3161600400695657","0.34911997101197545","0.2428799855246865","0.08224000247881974","0.009600000914952415"
"12","0.3161600024235391","0.34911997047848276","0.24288001118174152","0.08224001366866887","0.009600002247567711"
"13","0.31615988308975085","0.3491200712707398","0.24288004801244237","0.08223999924604705","0.009599998381020087"
"14","0.31616000924102067","0.3491199917387713","0.24287999734590376","0.08224000133888221","0.009600000335422132"
"15","0.31616090174834904","0.3491199583013404","0.24287940908239758","0.08223975848764702","0.009599972380265871"
"16","0.3600064240573025","0.20364935213756727","0.14180429855949117","0.1854488768626643","0.10909104838297429"
"17","0.35998497565769494","0.20365174547924836","0.14181628999238674","0.1854522126212865","0.109094776249383"
"18","0.35999545612367295","0.20365435017406622","0.14180462163908736","0.18545470092864377","0.10909087113453005"
"19","0.36000966432619913","0.20363188129436682","0.14182388510270605","0.18545470284269755","0.10907986643403146"
"20","0.3600048799026377","0.2036492855718061","0.1418069553907114","0.18545397081611203","0.10908490831873341"
"21","0.32000615606842003","0.2400019568024288","0.19999098108337382","0.20000026866847403","0.04000063737730333"
"22","0.31999929325591664","0.23999720258409138","0.20000317047041527","0.20000045823430562","0.03999987545527096"
"23","0.3199947398253751","0.23998663231998915","0.19999427018320626","0.20001935030425824","0.04000500736717113"
"24","0.31997842370351026","0.23998470193805416","0.20003516251955225","0.2000032513969317","0.03999846044195118"
"25","0.319977262048524","0.23999861318406046","0.20005431086102743","0.19997851294726293","0.03999130095912542"
