"File Number","0","1","2","3","4"
"1","0.6800259209666607","0.17999077339966582","0.05999562154184701","0.059991352782641144","0.019996331309185513"
"2","0.6800043420644598","0.18000729468134863","0.059991252562216324","0.059994394788929296","0.02000271590304606"
"3","0.6800087349898085","0.17999171754697407","0.059999262296639114","0.06000121649999579","0.01999906866658269"
"4","0.6800103944711116","0.18001098317278988","0.05999411607347889","0.059993256787372586","0.019991249495247214"
"5","0.6799864693097504","0.18002130488288004","0.0600000894596817","0.05999125197012974","0.020000884377558446"
"6","0.47998044831011866","0.2999850231163994","0.16002467048661104","0.019996994318533898","0.040012863768336994"
"7","0.48000022801292797","0.29999583083454245","0.1600006701704317","0.019998316766189815","0.040004954215907856"
"8","0.47994575396373357","0.30007161388411113","0.15997423524817048","0.0200116109729807","0.03999678593100426"
"9","0.4799647921340453","0.3001427405103465","0.1598921655055561","0.020013758010728293","0.03998654383932377"
"10","0.479989197262192","0.3000146329966815","0.160003590736839","0.019996862316276","0.03999571668801165"
"11","0.399983014281214","0.25998575029411236","0.20001444869459734","0.10002368157249569","0.03999310515758058"
"12","0.39998424887295736","0.2600270244853747","0.19998166018219332","0.10001407849182531","0.039992987967649614"
"13","0.3999369288115206","0.2600610023383021","0.19991926513570746","0.100087237332165","0.039995566382305205"
"14","0.4000703420167569","0.2600094554515936","0.19994808393805308","0.09999137736588534","0.039980741227710885"
"15","0.39997558718854426","0.2600625330981944","0.1999554807011123","0.10001465865206918","0.039991740360080366"
"16","0.38000079083225435","0.21998520076436007","0.1600321517075627","0.17998457948392785","0.059997277211894975"
"17","0.3799908098593494","0.21999900409648207","0.1600132697018668","0.18000532909783867","0.05999158724446314"
"18","0.38002634718364925","0.21993842694111734","0.16005119284568672","0.17997325085425353","0.06001078217529319"
"19","0.3800483254436825","0.21999466963796457","0.15997647601333628","0.17998343560235158","0.05999709330266515"
"20","0.38002409637894863","0.21997287621623035","0.1600061389207282","0.18000147654316861","0.059995411940924115"
"21","0.380014693203136","0.21994502118933817","0.1600305058354528","0.20000838755924036","0.040001392212833026"
"22","0.3800248846507568","0.21994146963718209","0.16003529457694424","0.19999594824563804","0.04000240288947879"
"23","0.3800217265449957","0.21997623244967612","0.1600205143042945","0.1999941884472356","0.039987338253798174"
"24","0.3800016449103264","0.22005534792652207","0.15990693885741525","0.2000401229404614","0.03999594536527487"
"25","0.3799936772249816","0.22002094747534554","0.15997565143068568","0.20001088910489648","0.0399988347640908"
