"File Number","0","1","2","3","4"
"1","0.5790491683657298","0.24266658813799702","0.07552334508649042","0.08476108228156845","0.01799981612821403"
"2","0.5790476115958666","0.24266731851190804","0.07552357116860219","0.08476155984216686","0.017999938881456293"
"3","0.5790501562885589","0.24266608588666994","0.07552278356023995","0.08476112425445527","0.01799985001007585"
"4","0.5790474696201876","0.2426672467821293","0.07552401843293878","0.08476139581122893","0.01799986935351547"
"5","0.5790491529335434","0.24266579375716477","0.07552283279127192","0.08476212423493246","0.018000096283087668"
"6","0.38116465811387396","0.32410190964333735","0.1635657735119733","0.05588528757474122","0.07528237115607414"
"7","0.38119434848371414","0.32409372331275943","0.16354179296428734","0.055887987805207796","0.07528214743403129"
"8","0.38124644411377423","0.32405052829387626","0.16350521722587347","0.055896154129258795","0.07530165623721762"
"9","0.38118606115194903","0.3241117285806952","0.1635282594263058","0.05589458833362265","0.07527936250742685"
"10","0.38119728977248984","0.3240707567186015","0.16354999827388927","0.055887058480953926","0.07529489675406549"
"11","0.42397123075403587","0.26461457884993117","0.13926334854750388","0.11172356889535945","0.06042727295316974"
"12","0.42396944158677813","0.26465316174603376","0.13926618610064745","0.11170549426952776","0.060405716297012906"
"13","0.42397534948709437","0.26463625785398814","0.13927416429150224","0.11170704179873234","0.06040718656868295"
"14","0.42399852424095713","0.26464572143703136","0.13925760217099717","0.1117000254352616","0.060398126715752856"
"15","0.4239269475829517","0.2645893613788901","0.1392628312793616","0.11176369817589832","0.06045716158289829"
"16","0.3599702365360189","0.19998633345559275","0.16006858207049265","0.15992608791301274","0.12004876002488325"
"17","0.35999258126928074","0.20001355914845848","0.16000477895863857","0.15999554575264605","0.11999353487097576"
"18","0.3599705013204482","0.2000671424808472","0.16010012934963166","0.15977326362842972","0.12008896322064322"
"19","0.36001524983465777","0.19999547295984726","0.16001847269475472","0.1599600662281394","0.12001073828260221"
"20","0.36002230835712207","0.1999889980566648","0.15996219165801306","0.1600342068292644","0.11999229509893534"
"21","0.36001388255404004","0.213307310463565","0.17902798378104318","0.1619359311108281","0.08571489209052364"
"22","0.36007189954567825","0.2133553332632676","0.17896047980328575","0.16187230280422898","0.08573998458353907"
"23","0.36000682593251593","0.2133320848419824","0.17903904627181877","0.16190867633038458","0.08571336662329834"
"24","0.3600078262865036","0.21332282257869517","0.17906562504694065","0.16189159427273017","0.08571213181513"
"25","0.35998956767686624","0.2133834025805299","0.17903476705085378","0.16188558172319584","0.08570668096855373"
