"File Number","0","1","2","3","4"
"1","0.68","0.18000582243255464","0.0600069794665577","0.05999306623012421","0.019994131870763193"
"2","0.68","0.17999744828912992","0.05999911952217275","0.060002253756709194","0.020001178431988103"
"3","0.68","0.17999501371003074","0.06000216569796586","0.060004467880401355","0.019998352711602118"
"4","0.68","0.18000819557500344","0.05999165602736399","0.05998856924063291","0.020011579156999717"
"5","0.68","0.1800123030779678","0.05999331813026837","0.059997119630454086","0.01999725916130962"
"6","0.48","0.30000479662690177","0.15999137366741437","0.020000031824110826","0.04000379788157331"
"7","0.48","0.30000417646604727","0.1599976841094062","0.02000076129675904","0.03999737812778709"
"8","0.48","0.29999634385938045","0.15999796260731997","0.01999971162519914","0.0400059819080999"
"9","0.48","0.2999999207654333","0.15998888268183548","0.02000095488360485","0.04001024166912695"
"10","0.48","0.30000069401667184","0.15999876457713463","0.020001890660694664","0.039998650745499166"
"11","0.4","0.2599962658728965","0.20004066337115403","0.09998263437981804","0.03998043637613107"
"12","0.4","0.26003150175375833","0.19998255011878335","0.09999045779956071","0.03999549032789723"
"13","0.4","0.260008417117885","0.19990458024481755","0.10006471046141469","0.0400222921758827"
"14","0.4","0.2600189471558775","0.19996347484551222","0.10001254444512203","0.040005033553488036"
"15","0.4","0.26000513306237777","0.19998278145409967","0.1000050974150255","0.04000698806849679"
"16","0.38","0.21999182050711583","0.15999276789192063","0.18000317247967912","0.06001223912128405"
"17","0.38","0.21997626711525353","0.16003631166370455","0.17998393014843903","0.060003491072602694"
"18","0.38","0.2200368405687643","0.15998392150521712","0.17997985447612097","0.0599993834498977"
"19","0.38","0.21998751009133866","0.160014426992782","0.1800055923272149","0.05999247058866451"
"20","0.38","0.21999968331039618","0.16000671134280461","0.18000781899300888","0.059985786353790364"
"21","0.38","0.22004672317819768","0.1599946456192923","0.19996568214961513","0.03999294905289501"
"22","0.38","0.22008677752676248","0.15998792686762678","0.19996142434884825","0.039963871256762803"
"23","0.38","0.2200087500673027","0.16000135838588428","0.20000562260808574","0.039984268938727426"
"24","0.38","0.21999453813261013","0.16000878979401498","0.19999378365909928","0.04000288841427532"
"25","0.38","0.21998789035100344","0.1600150856257166","0.199991506765162","0.04000551725811755"
