"File Number","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"1","0.7012977914804999","0.17395059148933464","0.09456613783701222","0.022229789127591767","0.006056497235962225","0.0018895648808821255","9.906458116127197e-10","1.2456145264915414e-18","3.1034141153966233e-25","2.0335228676901058e-21","8.523791489058084e-24","3.2475857869160946e-27","7.080187478727123e-30","3.529784271266109e-32","7.220485461519556e-31","3.740222559028437e-25","2.33536086968004e-23","7.209768500323884e-10","2.279621615112065e-06","7.346149692851539e-06","4.657852138844803e-10"
"2","0.7357331992928268","0.16421213054801884","0.07214560904386627","0.021969692217739478","0.003980570660521035","0.00192800296346218","1.6084942471955067e-07","1.062034016388539e-07","2.302213579247131e-09","2.0861735072357415e-10","5.857246939942683e-12","2.8044162796243083e-14","2.339145912438688e-10","6.859227661045686e-10","6.4473385674839725e-06","2.3509189803721573e-05","5.682538118747817e-07","2.002857739054676e-12","6.695464869740402e-17","2.343694698620217e-22","5.342121704247935e-29"
"3","0.7359919591187727","0.15580341014461555","0.08395763699718324","0.020230980487189017","0.001977228621707866","0.002026036058795068","8.704296236304799e-06","1.1145773766001369e-07","1.2327913094296121e-06","2.6891544267458643e-06","1.0862286993946296e-08","4.793239739575851e-12","4.003521598678106e-12","6.700754116450516e-13","2.7127781238231117e-13","1.062393941127121e-15","7.568182339050805e-18","1.2738618439244193e-18","3.1363416207229305e-16","4.519267267867362e-16","2.0125489278981635e-21"
"4","0.7419497377284795","0.1661027980689758","0.07189533464457964","0.0160422968468087","0.00201278776037368","0.001996992887789744","2.1938989317415873e-13","4.841863948943572e-15","3.952120472321121e-12","2.3543026945651053e-13","1.085968192552909e-14","5.205856983519633e-08","1.927194254344659e-16","9.812814977203724e-18","1.1427052808671572e-25","3.9984033854183235e-22","1.8449049241291487e-30","3.940423322036343e-30","1.3448392798998086e-26","1.2116339121686466e-39","2.2952617590792703e-53"
"5","0.7431127638032665","0.15694641936721346","0.0798346532623026","0.014094382783126299","0.004031474649456062","0.0019802886109146255","7.812092040012251e-13","2.6395338369997782e-20","9.880748913654284e-17","1.4884660101224557e-14","5.487157946948658e-13","1.2554598097760037e-14","6.981530214584794e-13","1.3807672632320499e-11","1.2751057257212708e-12","1.7374276209143164e-08","2.9291568222783312e-12","1.2937654177713315e-10","2.685288735934893e-20","1.0985875516220937e-31","1.4349567204211128e-51"
"6","0.49664908560057236","0.26693684339881385","0.11211303544696676","0.049455091943997505","0.03380527058866631","0.02326928316729988","0.009604043746585647","0.0038069673896322575","0.001603795711172767","0.0007735156564077101","0.00043788763283391415","0.0002829572870955026","0.00016914717621432682","0.00011811521310502537","9.251703307473012e-05","8.87930185169465e-05","9.420823816975209e-05","0.0001090896908887495","0.00016188027547317217","0.0002915908416597787","0.00013688094285311725"
"7","0.5212816580155174","0.232098783825676","0.11867562168097387","0.06005614341552891","0.03184573389097","0.0254351849318123","0.005050818510682236","0.0013537844677663567","0.0005192572506254213","0.00026869736622776245","0.00019332118724989738","0.00019743383488493552","0.00022328156839126538","0.0002831302489961143","0.0003611166832994204","0.0004367237017045044","0.0004867020128383576","0.000510160201137229","0.00042542177736850116","0.0002344056188629066","6.26198094861932e-05"
"8","0.4589662742829019","0.26158606742071333","0.13201117188943182","0.06688242163075746","0.03658267192918881","0.028454186844454794","0.008537067004212553","0.0025775427314701145","0.0009416456802573277","0.0004298745367523578","0.00028535383353979135","0.00021425855529458502","0.00019469974090763752","0.00010923517931461365","0.00012767219005409313","0.00038906527714718787","0.0003131149319464266","0.00026336719839180204","0.0004692962655017655","0.00038709033538775515","0.0002779225423748228"
"9","0.4841426289556386","0.2502514052619465","0.12964541150193037","0.05454883835294901","0.0497928616345125","0.01668271960776628","0.006481879523560265","0.00273874189420131","0.0017361274556203594","0.0005464916604844849","0.00023549379675856833","9.660172732154595e-05","0.00011731647761280111","6.160631464951316e-05","2.1569186789240006e-05","2.4069586151202502e-05","1.7022947982127978e-05","2.5049997222375525e-05","5.9036056171107576e-05","0.00028188658251549446","0.0024932414782172538"
"10","0.49545849984907386","0.23670895949074555","0.12065396401001234","0.046183993827042524","0.05114862038903085","0.03406788305764174","0.009257385001496877","0.0028965704659101","0.0010654355570502356","0.000500954525868688","0.00012649896750090308","6.429956898935657e-05","5.846761991746504e-05","8.839073253820456e-05","0.00013266157148040232","8.908028585813997e-05","6.93914426901924e-05","0.0002448023362753661","0.0005922231406299545","0.00048193349375238857","0.00010998466649530075"
