"File Number","0","1","2","3","4"
"1","0.68","0.16922543003523988","0.09234116397374077","0.02765721385313994","0.03077619213787973"
"2","0.68","0.1694012786892889","0.09236517056784899","0.027606159751511046","0.030627390991351176"
"3","0.68","0.16922500546584762","0.09233770021866305","0.027658676042934777","0.030778618272554566"
"4","0.68","0.16922710585556766","0.09234225391483346","0.027653531763995865","0.030777108465603015"
"5","0.68","0.16924743984012988","0.09235381471814252","0.027654845646877868","0.030743899794848786"
"6","0.48","0.31118880190707165","0.12644977295968254","0.05353627592475227","0.02882514920849361"
"7","0.48","0.31118088473249356","0.12645907072521093","0.05354067479653844","0.028819369745757082"
"8","0.48","0.31117918030727876","0.12645952387245388","0.053542907645991566","0.028818388174275972"
"9","0.48","0.31117572248634917","0.12646520928141902","0.05354159954534832","0.028817468686883403"
"10","0.48","0.3111760612212365","0.12645819516625265","0.05354063637793477","0.028825107234576115"
"11","0.4","0.2539028912571024","0.21834232817396448","0.0816627072457114","0.04609207332322254"
"12","0.4","0.25388955823658194","0.21833012775888191","0.08166048699433277","0.04611982701020307"
"13","0.4","0.2538408234390541","0.21834639280786328","0.08171119506009424","0.0461015886929887"
"14","0.4","0.25389268681713045","0.21832677043012666","0.08168238535205055","0.046098157400692286"
"15","0.4","0.25386799315234815","0.21835935056316594","0.08166265817201811","0.04610999811246814"
"16","0.38","0.21390142038414492","0.17827580118858635","0.1617384924885764","0.06608428593869241"
"17","0.38","0.21391205202363453","0.17827331495059395","0.16173885931696944","0.06607577370880219"
"18","0.38","0.21392272449720814","0.17825975249936038","0.16173169946126414","0.06608582354216766"
"19","0.38","0.21391626159214655","0.1782542985598883","0.16173100160491463","0.06609843824305052"
"20","0.38","0.21391697154838982","0.17826799668787005","0.16173133603044348","0.06608369573329707"
"21","0.38","0.2111845726427331","0.18652399573877174","0.17344718699138126","0.04884424462711341"
"22","0.38","0.2111616826563056","0.18653385014415952","0.17346263327491795","0.04884183392461676"
"23","0.38","0.21115613567777014","0.18653968517683187","0.17344032455725475","0.048863854588143185"
"24","0.38","0.2111570459786699","0.1865314436519338","0.17346100030024994","0.04885051006914646"
"25","0.38","0.21115409801167817","0.1865401834266207","0.17346171480594763","0.04884400375575308"
