"File Number","0","1","2","3","4"
"1","0.68","0.179984734699128","0.0600066268677965","0.0600067841940967","0.020001854238979024"
"2","0.68","0.180020497693766","0.05997120247154991","0.060009856834272915","0.01999844300041104"
"3","0.68","0.1800009254987985","0.059979877626546135","0.06002434003318071","0.01999485684147438"
"4","0.68","0.1800022975981182","0.05999793505752096","0.06000084296289967","0.01999892438146124"
"5","0.68","0.180001085619031","0.059998757585843526","0.06000019485903007","0.019999961936095236"
"6","0.48","0.3000019188027432","0.1600053142576209","0.01999366638951349","0.03999910055012236"
"7","0.48","0.29998761913334404","0.16000478599178322","0.019999655771630195","0.0400079391032427"
"8","0.48","0.2999837859399348","0.1600112684370121","0.01999973114311664","0.04000521447993641"
"9","0.48","0.30003236344444145","0.15997655198439512","0.02000498102488008","0.03998610354628326"
"10","0.48","0.3000069243702644","0.15999877640302773","0.019994060749806447","0.04000023847690156"
"11","0.4","0.2599999501445499","0.19997774899407372","0.10001871123569918","0.040003589625677474"
"12","0.4","0.26000927330765133","0.1999873760131568","0.10000449512926277","0.03999885554992917"
"13","0.4","0.26001614041603466","0.20000319500309582","0.09999484536595803","0.03998581921491163"
"14","0.4","0.26004081477028274","0.19998565318651185","0.0999673322582369","0.04000619978496847"
"15","0.4","0.2600112399432161","0.1999770036198596","0.10000571537092649","0.04000604106599771"
"16","0.38","0.22000011987705706","0.15999789951538082","0.1800015092559826","0.060000471351579654"
"17","0.38","0.22000911146397134","0.15999111780149014","0.17999364901790818","0.060006121716630376"
"18","0.38","0.22000849947905302","0.160000422341529","0.1800098442209629","0.05998123395845504"
"19","0.38","0.21996303742751178","0.16002275773444638","0.1800030845415435","0.060011120296498285"
"20","0.38","0.220005037963521","0.16000553513090232","0.18000071254887132","0.059988714356705594"
"21","0.38","0.21999227865813295","0.1600033562219325","0.2000077829435432","0.039996582176391196"
"22","0.38","0.22001067337940533","0.15999240911135568","0.19999146647537827","0.040005451033860266"
"23","0.38","0.21997329835957277","0.16003546539285712","0.19999683206815475","0.03999440417941529"
"24","0.38","0.2200228596167488","0.15996299100735287","0.2000177967896348","0.039996352586263544"
"25","0.38","0.2199878413126927","0.16002446805263804","0.19998916774859063","0.03999852288607844"
