,Empirical,Maximum Entropy Prob.,True Prob.
0,0.34,0.264,0.3408
1,0.246,0.2424,0.2247
2,0.14,0.2002,0.1481
3,0.096,0.1312,0.0976
4,0.054,0.0751,0.0644
5,0.036,0.0397,0.0424
6,0.024,0.0202,0.028
7,0.02,0.0103,0.0184
8,0.02,0.0056,0.0122
9,0.012,0.0033,0.008
10,0.004,0.0022,0.0053
11,0.006,0.0018,0.0035
12,0.0,0.0015,0.0023
13,0.0,0.0013,0.0015
14,0.0,0.0008,0.001
15,0.002,0.0003,0.0007
16,0.0,0.0001,0.0004
17,0.0,0.0,0.0003
18,0.0,0.0,0.0002
19,0.0,0.0,0.0001
20,0.0,0.0,0.0001
