,Empirical,Maximum Entropy Prob.,True Prob.
0,0.728,0.728,0.7135
1,0.184,0.1915,0.2044
2,0.052,0.0532,0.0586
3,0.036,0.0205,0.0168
4,0.0,0.0034,0.0048
5,0.0,0.0015,0.0014
6,0.0,0.0005,0.0004
7,0.0,0.0001,0.0001
8,0.0,0.0,0.0
9,0.0,0.0011,0.0
10,0.0,0.0002,0.0
