,Empirical,Maximum Entropy Prob.,True Prob.
0,0.736,0.6961,0.7135
1,0.156,0.2357,0.2044
2,0.084,0.0509,0.0586
3,0.02,0.0113,0.0168
4,0.002,0.0031,0.0048
5,0.002,0.0011,0.0014
6,0.0,0.0006,0.0004
7,0.0,0.0005,0.0001
8,0.0,0.0003,0.0
9,0.0,0.0002,0.0
10,0.0,0.0001,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
