,Empirical,Maximum Entropy (Exact) Prob.,True Prob.,Reg. Prob
0,0.7514,0.7514,0.7135,0.7513
1,0.1886,0.197,0.2044,0.1855
2,0.0429,0.0395,0.0586,0.0464
3,0.0114,0.0071,0.0168,0.0103
4,0.0029,0.0014,0.0048,0.0025
5,0.0,0.0006,0.0014,0.0008
6,0.0029,0.0002,0.0004,0.0006
7,0.0,0.0001,0.0001,0.0004
8,0.0,0.0001,0.0,0.0003
9,0.0,0.0005,0.0,0.0006
10,0.0,0.0004,0.0,0.0005
11,0.0,0.0002,0.0,0.0003
12,0.0,0.0009,0.0,0.0004
13,0.0,0.0004,0.0,0.0001
14,0.0,0.0001,0.0,0.0
15,0.0,0.0,0.0,0.0
