Exponent,Support,Constraints,Power Divergence,Dataset
0.63,0.037000000000000005,9.0,0.3030804439643756,4
0.63,0.1,9.0,0.14921165318418875,1
0.63,0.055,6.0,0.2330487641802711,7
0.63,0.064,4.0,0.1833549108912485,12
0.63,0.073,6.0,0.16441051680825036,2
0.63,0.08199999999999999,7.0,0.23046174874339134,6
0.63,0.073,4.0,0.21563690202093933,3
0.63,0.1,1.0,0.21481529398842736,11
0.63,0.027999999999999997,5.0,0.20602618921897284,9
0.63,0.064,6.0,0.1523926359305262,8
0.63,0.027999999999999997,5.0,0.1674348164069715,10
0.63,0.019,11.0,0.2129650324232451,5
0.83,0.073,4.0,0.14084887826726905,25
0.83,0.055,6.0,0.17335959058358552,6
0.83,0.073,5.0,0.2978430550671256,20
0.83,0.073,8.0,0.27953557717714994,5
0.83,0.08199999999999999,2.0,0.32436624670435,13
0.83,0.027999999999999997,6.0,0.3137453605622427,4
0.83,0.027999999999999997,7.0,0.2546737848221833,22
0.83,0.037000000000000005,7.0,0.1898277163255399,3
0.83,0.001,11.0,0.4077765105622437,23
0.83,0.073,6.0,0.4281741886634226,2
0.83,0.037000000000000005,11.0,0.2587406052537841,24
0.83,0.1,0.0,0.13126032322509454,1
0.83,0.091,2.0,0.307041755584736,21
0.83,0.027999999999999997,6.0,0.12531333497393454,7
0.83,0.037000000000000005,7.0,0.2966530144081944,19
0.83,0.027999999999999997,9.0,0.22687129110151014,12
0.83,0.027999999999999997,5.0,0.23835422438941395,18
0.83,0.001,11.0,0.3919350190282572,8
0.83,0.073,4.0,0.25539603990629905,11
0.83,0.091,0.0,0.12088011149783913,10
0.83,0.1,0.0,0.1289049459235346,17
0.83,0.064,0.0,0.19126768126539584,9
0.83,0.037000000000000005,2.0,0.15573741287019915,15
0.83,0.064,4.0,0.19252133570545388,14
0.83,0.091,0.0,0.24738590069649855,16
1.25,0.08199999999999999,0.0,0.17152284302807694,11
1.25,0.1,0.0,0.08277961286376279,23
1.25,0.091,0.0,0.11593784510028322,7
1.25,0.046,0.0,0.06055380414579802,14
1.25,0.091,0.0,0.17201279618463902,24
1.25,0.091,0.0,0.15125541831290093,1
1.25,0.091,0.0,0.10501171298304647,12
1.25,0.1,0.0,0.1268592002770782,13
1.25,0.064,0.0,0.10478422840768813,2
1.25,0.027999999999999997,2.0,0.30121905207064725,3
1.25,0.08199999999999999,0.0,0.11930038532902153,10
1.25,0.08199999999999999,0.0,0.11424068365153685,15
1.25,0.1,0.0,0.11593784510028322,18
1.25,0.027999999999999997,1.0,0.17863200461972467,4
1.25,0.1,0.0,0.1882543910699754,21
1.25,0.046,0.0,0.16227696923080193,16
1.25,0.027999999999999997,0.0,0.11279228316476005,9
1.25,0.08199999999999999,0.0,0.10167024668203016,5
1.25,0.1,0.0,0.1165337360718606,20
1.25,0.08199999999999999,0.0,0.10100103954447084,17
1.25,0.001,2.0,0.2462018193751642,6
1.25,0.08199999999999999,0.0,0.07036709664599278,19
1.25,0.001,2.0,0.1169462953949723,8
1.25,0.091,0.0,0.1499296670192352,22
1.25,0.08199999999999999,0.0,0.05663935024393865,25
