Exponent,Support,Constraints,Power Divergence,Dataset
0.83,0.1,0.0,1.0942522665718253,1
0.83,0.1,0.0,0.32574672517808617,21
0.83,0.1,0.0,0.13767215913180056,7
0.83,0.019,27.0,0.7402124468237958,19
0.83,0.027999999999999997,15.0,0.286265786993638,12
0.83,0.019,22.0,0.4202375704830875,18
0.83,0.1,0.0,0.5158865008254593,8
0.83,0.1,0.0,0.5567327144857326,11
0.83,0.027999999999999997,21.0,0.5882834027337949,10
0.83,0.1,0.0,0.2973080233921013,17
0.83,0.1,0.0,0.30642062332730297,9
0.83,0.064,0.0,0.4429315950757983,15
0.83,0.027999999999999997,13.0,0.3442465580700105,14
0.83,0.027999999999999997,11.0,0.490691792984281,16
1.25,0.08199999999999999,0.0,0.20694526743325756,11
1.25,0.1,0.0,0.2439918355245181,23
1.25,0.037000000000000005,0.0,0.20778468878745546,7
1.25,0.027999999999999997,0.0,0.1551168261587357,14
1.25,0.1,0.0,0.17882080163701625,24
1.25,0.073,0.0,0.5079781859081224,1
1.25,0.08199999999999999,0.0,0.1602561652938886,12
1.25,0.019,0.0,0.4734382701194352,13
1.25,0.08199999999999999,0.0,0.36179022311131137,2
1.25,0.1,0.0,0.4076287317711215,3
1.25,0.091,0.0,0.262489799972785,10
1.25,0.073,0.0,0.19981089230431845,15
1.25,0.1,0.0,0.5446676226500065,18
1.25,0.073,0.0,0.285598209311948,4
1.25,0.1,0.0,0.07115879095497815,21
1.25,0.091,0.0,0.15362406263807213,16
1.25,0.08199999999999999,0.0,0.15390726698841548,9
1.25,0.019,0.0,0.16439615597263207,5
1.25,0.1,0.0,0.44354008941990064,20
1.25,0.073,0.0,0.25830993793711005,17
1.25,0.019,1.0,0.4880872429427974,6
1.25,0.091,0.0,0.415492957447154,19
1.25,0.073,0.0,0.3072280455804922,8
1.25,0.01,3.0,0.23116296263273994,22
1.25,0.091,0.0,0.1502212813601435,25
