Exponent,Support,Constraints,Power Divergence,Dataset
0.42,0.073,21.0,0.3613128354240828,26
0.42,0.073,18.0,0.27552154540543433,36
0.42,0.091,20.0,0.20592010211896486,31
0.42,0.08199999999999999,21.0,0.2708465566322261,39
0.42,0.073,25.0,0.8437092380961424,48
0.42,0.1,19.0,0.3954104450085349,55
0.42,0.091,14.0,0.22093441963965527,32
0.42,0.1,21.0,0.2802716187252396,38
0.42,0.064,28.0,0.8857928645444131,49
0.42,0.08199999999999999,10.0,0.33820330635293483,54
0.42,0.091,15.0,0.17303140217498442,33
0.42,0.073,19.0,0.22160243065139773,37
0.42,0.091,17.0,0.3509444145863893,53
0.42,0.1,19.0,0.1995508605302106,34
0.42,0.055,23.0,1.2431586909274248,50
0.42,0.064,21.0,0.20172565781747487,43
0.42,0.091,16.0,2.1233631344840846,52
0.42,0.055,26.0,0.28906594821922965,35
0.42,0.091,14.0,2.860389785984164,47
0.42,0.091,12.0,0.26175860921715594,30
0.42,0.064,33.0,2.492297966361397,56
0.42,0.091,21.0,0.2212701003587515,40
0.42,0.1,15.0,1.8233219687004625,44
0.42,0.1,18.0,1.7399052031681776,60
0.42,0.08199999999999999,24.0,0.3528341906429085,27
0.42,0.091,17.0,0.18103133521948256,42
0.42,0.1,22.0,2.040831046133164,45
0.42,0.1,33.0,7.496126119674349,57
0.42,0.1,19.0,0.2533148948877445,28
0.42,0.1,20.0,0.24929436146772535,41
0.42,0.08199999999999999,15.0,0.6013600613085007,59
0.42,0.064,22.0,1.8225727449489688,51
0.42,0.055,20.0,0.2108345612387983,58
0.42,0.064,25.0,0.2057517436512336,29
0.42,0.1,22.0,0.9563026259562328,46
0.5,0.064,17.0,0.2893959549242,36
0.5,0.064,20.0,2.7806221274646936,47
0.5,0.055,26.0,1.3420783893104806,44
0.5,0.064,15.0,0.22985279525175198,42
0.5,0.046,24.0,1.2107701401068645,50
0.5,0.055,28.0,0.2731948728355808,39
0.5,0.064,21.0,0.20441110694734774,38
0.5,0.073,12.0,0.20804663615047572,37
0.5,0.055,26.0,0.675807469974578,49
0.5,0.055,26.0,2.436466483936921,45
0.5,0.055,25.0,0.6279033808435711,48
0.5,0.064,17.0,0.29237509929645056,41
0.5,0.064,15.0,0.1614992761770172,40
0.5,0.08199999999999999,16.0,1.027432000148812,46
0.5,0.073,19.0,2.840359592959976,52
0.5,0.064,11.0,0.1735817563029128,43
0.5,0.064,16.0,0.1748636995874875,28
0.5,0.08199999999999999,28.0,3.6506381286960936,57
0.5,0.073,12.0,0.28305122091520263,30
0.5,0.1,0.0,1.5340083097497232,51
0.5,0.064,17.0,2.0910996085091544,56
0.5,0.073,18.0,0.1909951386922987,31
0.5,0.064,27.0,0.4345590937431112,59
0.5,0.08199999999999999,15.0,0.43015019306962704,55
0.5,0.046,20.0,0.13777657531086168,29
0.5,0.055,17.0,0.23305930918007706,32
0.5,0.064,17.0,0.37145360583362896,58
0.5,0.055,25.0,0.20242460135336227,54
0.5,0.064,15.0,0.160721197836999,33
0.5,0.073,14.0,1.7755293791017013,60
0.5,0.064,21.0,0.2825383269063349,53
0.5,0.073,19.0,0.19665919746180954,34
0.5,0.08199999999999999,17.0,0.2173136958927652,26
0.5,0.064,15.0,0.2438310469969613,35
0.5,0.073,11.0,0.23373390167267274,27
0.63,0.1,0.0,1.7106302731038436,44
0.63,0.091,0.0,1.4562260097059572,45
0.63,0.08199999999999999,0.0,1.9164402664015467,60
0.63,0.037000000000000005,18.0,0.35951174680184783,58
0.63,0.046,21.0,0.7008201751409744,59
0.63,0.046,5.0,0.7971268167390049,51
0.63,0.073,8.0,4.164388349088076,57
0.63,0.046,28.0,3.501750820215446,47
0.63,0.064,8.0,0.4541774818905092,55
0.63,0.046,7.0,0.4487879977181448,48
0.63,0.046,15.0,0.2951200732653332,54
