Exponent,Support,Constraints,Power Divergence,Dataset
0.42,0.064,26.0,1.6265904239150275,26
0.42,0.064,45.0,1.4973436798243245,36
0.42,0.055,22.0,3.5427464767363275,31
0.42,0.055,51.0,44.25485812365508,39
0.42,0.046,37.0,0.4327471722270668,48
0.42,0.064,28.0,0.6471679646768562,55
0.42,0.091,4.0,19.52260270340001,32
0.42,0.046,33.0,7.426375124759545,38
0.42,0.046,45.0,0.3559607537458046,49
0.42,0.046,36.0,1.7573614442462429,54
0.42,0.055,41.0,9.703849843471417,33
0.42,0.064,37.0,0.9736872085474316,37
0.42,0.055,39.0,0.3136582211641016,53
0.42,0.064,34.0,0.4897691392045132,34
0.42,0.055,33.0,1.7248316088088909,50
0.42,0.055,36.0,3.303119574099725,43
0.42,0.055,30.0,0.3747177482208229,52
0.42,0.055,33.0,0.6901450491367258,35
0.42,0.046,39.0,0.5806880952973031,47
0.42,0.064,41.0,5.8590235897636465,30
0.42,0.055,32.0,0.448851139550169,56
0.42,0.055,37.0,9.858508570457923,40
0.42,0.055,47.0,1.1548971977893678,44
0.42,0.064,36.0,2.9236006385060747,60
0.42,0.091,0.0,6.367439499905553,27
0.42,0.064,35.0,3.993436546811575,42
0.42,0.055,50.0,4.426289710505271,45
0.42,0.055,41.0,0.9014872796748772,57
0.42,0.064,31.0,1.5744572284579383,28
0.42,0.055,31.0,0.6225997227341618,41
0.42,0.064,46.0,0.3780328116453453,59
0.42,0.046,39.0,7.9293205303211725,51
0.42,0.046,37.0,0.5215918060926539,58
0.42,0.046,43.0,0.9861037257007148,29
0.42,0.037000000000000005,40.0,2.845892132616512,46
0.5,0.037000000000000005,39.0,1.36727835977719,36
0.5,0.037000000000000005,36.0,0.5430707419672431,47
0.5,0.037000000000000005,45.0,1.6737343509289009,44
0.5,0.037000000000000005,44.0,5.072561586299707,42
0.5,0.046,38.0,1.5955481194584424,50
0.5,0.08199999999999999,0.0,16.82234169654619,39
0.5,0.027999999999999997,36.0,5.629602256535616,38
0.5,0.046,33.0,0.7709423698366309,37
0.5,0.046,32.0,0.3675213891655621,49
0.5,0.08199999999999999,1.0,3.807313870494776,45
0.5,0.027999999999999997,21.0,0.40739220731513215,48
0.5,0.027999999999999997,28.0,0.5012166975557253,41
0.5,0.037000000000000005,31.0,7.023550068127228,40
0.5,0.046,41.0,3.6357530771758793,46
0.5,0.037000000000000005,34.0,0.30198214946808216,52
0.5,0.027999999999999997,40.0,2.519645220251003,43
0.5,0.046,34.0,1.5125420799436944,28
0.5,0.037000000000000005,37.0,0.8444909780930419,57
0.5,0.046,32.0,3.142388809643764,30
0.5,0.037000000000000005,23.0,5.302121607894477,51
0.5,0.027999999999999997,40.0,0.28505275944317865,56
0.5,0.027999999999999997,34.0,2.6280166682747166,31
0.5,0.037000000000000005,40.0,0.2577232602966263,59
0.5,0.037000000000000005,38.0,0.4875309545288752,55
0.5,0.046,29.0,0.8622442911969224,29
0.5,0.073,0.0,11.509411807534395,32
0.5,0.037000000000000005,30.0,0.4427342296953869,58
0.5,0.027999999999999997,20.0,1.4315084401537477,54
0.5,0.037000000000000005,36.0,8.09991831972126,33
0.5,0.046,26.0,2.3246123208604668,60
0.5,0.037000000000000005,42.0,0.2277074403649464,53
0.5,0.046,32.0,0.2965365433554332,34
0.5,0.046,37.0,1.7990685335255119,26
0.5,0.037000000000000005,38.0,0.6470988548037413,35
0.5,0.037000000000000005,37.0,4.829939051067222,27
0.63,0.027999999999999997,28.0,1.2851318997175376,44
0.63,0.091,0.0,3.1835878640109034,45
0.63,0.027999999999999997,11.0,2.5856068954315674,60
0.63,0.019,35.0,0.3829440828526026,58
0.63,0.027999999999999997,17.0,0.3696864446830767,59
0.63,0.073,0.0,4.944730916121385,51
0.63,0.019,42.0,0.4939172628676045,57
0.63,0.091,0.0,0.5516514446836873,47
0.63,0.019,31.0,0.59640621083114,55
0.63,0.073,0.0,0.414319490168999,48
0.63,0.027999999999999997,21.0,1.7250008086544395,54
0.63,0.055,0.0,0.4819983791608279,49
0.63,0.1,0.0,0.3127314727970687,53
0.63,0.073,0.0,0.3781961508527081,52
0.63,0.1,0.0,1.3075008870856395,50
0.63,0.019,45.0,3.0042733269831468,46
0.63,0.019,34.0,0.2673400252939822,56
0.63,0.027999999999999997,15.0,2.0118298534375043,43
0.63,0.08199999999999999,0.0,0.7978078646709386,37
0.63,0.019,42.0,2.5233859052545915,31
0.63,0.037000000000000005,14.0,13.143449520433762,39
0.63,0.019,42.0,0.4946960552265181,35
0.63,0.037000000000000005,24.0,2.1798192642087377,30
0.63,0.019,47.0,6.474787070006361,33
0.63,0.1,0.0,6.498993541766982,40
0.63,0.027999999999999997,16.0,0.8595234696747451,29
0.63,0.073,0.0,4.8874273470504015,38
0.63,0.091,0.0,8.439901877526161,32
0.63,0.019,44.0,1.0671543262829375,28
0.63,0.027999999999999997,33.0,0.3614376627710666,34
0.63,0.1,0.0,2.76733417935126,27
0.63,0.037000000000000005,10.0,3.1948108458993554,42
0.63,0.1,0.0,1.4549153815081004,36
0.63,0.027999999999999997,22.0,1.1305766573888805,26
0.63,0.027999999999999997,18.0,0.4584949416377384,41
0.83,0.091,0.0,0.2259687229837313,52
0.83,0.019,11.0,4.6437343222637,33
0.83,0.064,0.0,1.786154827979041,60
0.83,0.073,0.0,0.1997222366811181,53
0.83,0.064,0.0,3.1251927612843686,51
0.83,0.046,0.0,4.232058516776398,32
0.83,0.064,0.0,1.2378499567991104,43
0.83,0.064,0.0,0.3789448468227171,55
0.83,0.019,22.0,1.7883415352658498,31
0.83,0.019,20.0,2.0614159621089385,30
0.83,0.046,0.0,0.17460722067165754,56
0.83,0.055,0.0,0.7443138693549242,29
0.83,0.1,0.0,0.5345020624756351,57
0.83,0.1,0.0,0.9727017103292216,28
0.83,0.08199999999999999,0.0,0.3151973107937678,58
0.83,0.073,0.0,1.1990160632436941,27
0.83,0.01,30.0,0.1848100086089503,59
0.83,0.073,0.0,0.9899463604345341,26
0.83,0.019,20.0,1.5610965118334554,54
0.83,0.046,0.0,0.6266786393638767,35
0.83,0.019,22.0,0.2778075781629712,34
0.83,0.08199999999999999,0.0,1.7763802469885057,46
0.83,0.064,0.0,0.3082874587608457,48
0.83,0.019,18.0,1.8660998300591427,45
0.83,0.046,0.0,0.44213478172357107,47
0.83,0.08199999999999999,0.0,0.4657182707464695,37
0.83,0.073,0.0,0.5615611563331273,44
0.83,0.064,0.0,3.31253356789468,38
0.83,0.019,5.0,1.631724767140918,42
0.83,0.027999999999999997,2.0,9.146890967936516,39
0.83,0.073,0.0,3.839290082125958,40
0.83,0.064,0.0,0.6987644605199547,36
0.83,0.037000000000000005,0.0,1.0202367414231674,50
0.83,0.1,0.0,0.5057817308565942,49
0.83,0.046,0.0,0.26738002420256657,41
1.25,0.019,0.0,0.8106983708124599,45
1.25,0.1,0.0,2.5946333379686024,40
1.25,0.091,0.0,0.1638821686957375,57
1.25,0.091,0.0,0.4663684974567636,28
1.25,0.08199999999999999,0.0,0.4057276371045343,50
1.25,0.091,0.0,0.36365669787374333,29
1.25,0.1,0.0,0.5880233933544579,27
1.25,0.1,0.0,0.21208330962049668,44
1.25,0.091,0.0,0.08776795878451144,59
1.25,0.08199999999999999,0.0,0.4781948857507628,26
1.25,0.091,0.0,1.259976349944087,42
1.25,0.091,0.0,0.6558650709131381,43
1.25,0.08199999999999999,0.0,0.1987220770984004,41
1.25,0.1,0.0,0.15845552029746188,58
1.25,0.091,0.0,0.9156038521723106,30
1.25,0.073,0.0,0.9322339664800672,46
1.25,0.091,0.0,2.2160259012487318,51
1.25,0.091,0.0,0.09394696788303174,34
1.25,0.091,0.0,0.4775957513349858,36
1.25,0.1,0.0,0.18335754615809047,49
1.25,0.027999999999999997,0.0,0.17375542413426587,52
1.25,0.073,0.0,2.1634788670454776,33
1.25,0.1,0.0,0.2070846820616377,37
1.25,0.091,0.0,0.17909755744117892,48
1.25,0.073,0.0,0.10406231944944758,53
1.25,0.08199999999999999,0.0,2.7822945628964084,32
1.25,0.091,0.0,1.019039979146341,38
1.25,0.019,0.0,1.3775987946120885,54
1.25,0.091,0.0,0.6863238125290458,31
1.25,0.08199999999999999,0.0,0.2367078239395484,47
1.25,0.091,0.0,0.1993856339635539,55
1.25,0.08199999999999999,0.0,0.4176385622736916,35
1.25,0.08199999999999999,0.0,2.3766278841951007,39
1.25,0.08199999999999999,0.0,0.06383446292652388,56
1.25,0.091,0.0,0.994161200834382,60
