Exponent,Support,Constraints,Power Divergence,Dataset
0.83,0.091,1.0,0.3428027137156108,46
0.83,0.08199999999999999,0.0,0.15054250163846494,48
0.83,0.091,2.0,0.4178969101676324,45
0.83,0.055,9.0,0.3001883610481898,47
0.83,0.037000000000000005,6.0,0.18985603496198167,37
0.83,0.037000000000000005,1.0,0.1434780239450794,44
0.83,0.046,3.0,0.1266258434233433,38
0.83,0.055,7.0,0.21587378887042466,42
0.83,0.073,7.0,0.1760984143174137,39
0.83,0.027999999999999997,6.0,0.1388012697373573,40
0.83,0.091,1.0,0.3041430392277531,36
0.83,0.046,3.0,0.2017230650121618,50
0.83,0.08199999999999999,0.0,0.13737516910075845,49
0.83,0.064,5.0,0.27642438474575803,41
1.25,0.1,0.0,0.18278166910909294,45
1.25,0.091,0.0,0.12535248601473076,40
1.25,0.1,0.0,0.18320947462800724,57
1.25,0.073,0.0,0.09283133840207657,28
1.25,0.1,0.0,0.1852530909601046,50
1.25,0.091,0.0,0.10359559434605348,29
1.25,0.073,0.0,0.1145539760079115,27
1.25,0.091,0.0,0.16445200066735322,44
1.25,0.073,0.0,0.07350904202376403,59
1.25,0.1,0.0,0.1714567981567767,26
1.25,0.1,0.0,0.3285491850807283,42
1.25,0.027999999999999997,3.0,0.3410260160650167,43
1.25,0.046,0.0,0.13900596624585304,41
1.25,0.1,0.0,0.2194412524407084,58
1.25,0.1,0.0,0.17145679815677667,30
1.25,0.091,0.0,0.05663935024393865,46
1.25,0.073,0.0,0.060553804145798015,51
1.25,0.046,0.0,0.0937648141237857,34
1.25,0.091,0.0,0.13446488226192446,36
1.25,0.046,0.0,0.0549538896690154,49
1.25,0.1,0.0,0.17766149293018185,52
1.25,0.08199999999999999,0.0,0.1165337360718606,33
1.25,0.1,0.0,0.08518578318029149,37
1.25,0.1,0.0,0.1579411205484785,48
1.25,0.1,0.0,0.11187067477948316,53
1.25,0.046,0.0,0.05312790218624181,32
1.25,0.073,0.0,0.11606532645968788,38
1.25,0.1,0.0,0.09982504394020313,54
1.25,0.055,3.0,0.20397140236541786,31
1.25,0.064,0.0,0.1272927517639864,47
1.25,0.001,0.0,0.1193003853290215,55
1.25,0.091,0.0,0.16268186355188605,35
1.25,0.1,0.0,0.15725981005023346,39
1.25,0.1,0.0,0.15725981005023382,56
1.25,0.046,0.0,0.07236408755743028,60
