Exponent,Support,Constraints,Power Divergence,Dataset
0.42,0.031,52.0,0.6817147993099417,1
0.42,0.04,66.0,0.4349384219201867,21
0.42,0.031,98.0,0.6947648647900051,6
0.42,0.027000000000000003,72.0,0.6600621782388995,20
0.42,0.031,75.0,1.706907010779084,13
0.42,0.031,81.0,0.6850149287121137,19
0.42,0.027000000000000003,79.0,0.4065323880723602,8
0.42,0.035,83.0,0.5519133307352226,18
0.42,0.035,58.0,0.9046549237601564,9
0.42,0.023,56.0,0.5679626728999704,17
0.42,0.031,76.0,0.4072877298548132,10
0.42,0.055999999999999994,0.0,1.3358918594384974,16
0.42,0.023,75.0,0.6355432025129581,11
0.42,0.023,87.0,0.5749181969019147,15
0.42,0.044000000000000004,0.0,1.0149258419807117,12
0.42,0.035,43.0,0.8267312966429793,14
0.42,0.031,76.0,0.5114150190363341,5
0.42,0.031,62.0,0.4676656020221853,22
0.42,0.031,70.0,0.5821781229261956,7
0.42,0.023,83.0,0.5226570656491534,25
0.42,0.031,94.0,0.5750238855760234,3
0.42,0.027000000000000003,81.0,0.6453703864637302,2
0.42,0.035,54.0,0.537721607121995,23
0.42,0.035,76.0,0.9703478237819918,4
0.42,0.031,73.0,0.7484292230588051,24
0.5,0.021,61.0,0.6679897016639316,12
0.5,0.05,0.0,0.6872577405230499,15
0.5,0.05,0.0,0.5147221651116558,11
0.5,0.021,62.0,0.4577337275046146,22
0.5,0.025,73.0,0.7051506358120002,14
0.5,0.05,0.0,1.0219551658793462,16
0.5,0.021,60.0,0.352857944125996,10
0.5,0.05,0.0,0.5311871620930393,2
0.5,0.039,0.0,0.5988451436541575,17
0.5,0.017,45.0,0.7327609342156784,9
0.5,0.025,63.0,0.6492875754233777,1
0.5,0.025,84.0,0.481648655221206,25
0.5,0.017,65.0,0.4251051855812403,24
0.5,0.05,0.0,1.1020906106480457,13
0.5,0.021,55.0,0.7868303942941385,20
0.5,0.021,66.0,0.3901908185312333,8
0.5,0.05,0.0,0.6092817481521563,3
0.5,0.021,69.0,0.8057590729831725,4
0.5,0.025,47.0,0.5786783664680327,19
0.5,0.043,0.0,0.5761182579504616,5
0.5,0.043,0.0,0.4871225342691575,7
0.5,0.021,55.0,0.5235711575914954,23
0.5,0.025,70.0,0.5594933094055949,18
0.5,0.021,67.0,0.383916615070436,21
0.5,0.046,0.0,0.541047016498097,6
0.63,0.012,50.0,0.582458731619332,14
0.63,0.03,1.0,0.4714456413566282,21
0.63,0.027000000000000003,0.0,0.3169087683891565,25
0.63,0.03,0.0,0.37993379885472495,18
0.63,0.03,0.0,0.6088754389996405,20
0.63,0.012,51.0,0.393407457060451,23
0.63,0.03,0.0,0.581037785734853,16
0.63,0.03,2.0,0.6995628669842324,19
0.63,0.009000000000000001,47.0,0.3994816005887689,24
0.63,0.025,0.0,0.4475080165452294,17
0.63,0.03,0.0,0.4965394992455514,15
0.63,0.03,0.0,0.4101183916007705,22
0.63,0.03,0.0,1.0533509458052246,13
0.63,0.013999999999999999,54.0,0.6634369521842254,4
0.63,0.019,57.0,0.8683989134290728,1
0.63,0.03,0.0,0.24049074886690205,7
0.63,0.009000000000000001,64.0,0.7675628861616309,12
0.63,0.03,0.0,0.2990154993751884,2
0.63,0.009000000000000001,68.0,0.4088308585571481,6
0.63,0.022000000000000002,0.0,0.3179307965900381,3
0.63,0.03,0.0,0.304668842960242,11
0.63,0.012,47.0,0.6575597930207239,9
0.63,0.012,59.0,0.34173634491500776,8
0.63,0.03,0.0,0.283757231202877,10
0.63,0.017,31.0,0.5295260453837719,5
0.83,0.02,0.0,0.29646618544547243,25
0.83,0.018000000000000002,1.0,0.3517925031311886,6
0.83,0.018000000000000002,1.0,0.35126238704149026,20
0.83,0.02,0.0,0.2474615211797982,5
0.83,0.018000000000000002,1.0,0.8303403373486785,13
0.83,0.02,1.0,0.564015135104824,4
0.83,0.02,1.0,0.4105859319186464,22
0.83,0.013000000000000001,0.0,0.2365022797117317,3
0.83,0.015,0.0,0.29102092174451344,23
0.83,0.018000000000000002,0.0,0.2252150388220387,2
0.83,0.018000000000000002,0.0,0.37983828510532974,24
0.83,0.018000000000000002,0.0,0.3926288977420351,1
0.83,0.02,0.0,0.2436383962356247,21
0.83,0.018000000000000002,0.0,0.20118352939026848,7
0.83,0.017,1.0,0.4904259349647142,19
0.83,0.018000000000000002,0.0,0.5152445641936902,12
0.83,0.018000000000000002,0.0,0.19948082641089449,18
0.83,0.015,0.0,0.19471928755869192,8
0.83,0.02,0.0,0.22248295157275552,11
0.83,0.02,0.0,0.19659192865845312,10
0.83,0.02,0.0,0.2584532880625223,17
0.83,0.02,0.0,0.4576003094301434,9
0.83,0.018000000000000002,0.0,0.3217228161993157,15
0.83,0.02,0.0,0.4144573031223241,14
0.83,0.018000000000000002,0.0,0.29071677892480585,16
1.25,0.008,0.0,0.09404776766531048,11
1.25,0.01,0.0,0.16792171060524025,23
1.25,0.01,0.0,0.14223969679267273,7
1.25,0.009000000000000001,0.0,0.32693431892114555,14
1.25,0.009000000000000001,0.0,0.20209970746717,24
1.25,0.009000000000000001,0.0,0.1871667346029984,1
1.25,0.009000000000000001,0.0,0.22038118866135206,12
1.25,0.01,0.0,0.3693513143023281,13
1.25,0.009000000000000001,0.0,0.1943578580206652,2
1.25,0.009000000000000001,0.0,0.15408170283924405,3
1.25,0.009000000000000001,0.0,0.08376270304323256,10
1.25,0.009000000000000001,0.0,0.13171794569846015,15
1.25,0.009000000000000001,0.0,0.12399231162616485,18
1.25,0.009000000000000001,2.0,0.44698882454195055,4
1.25,0.009000000000000001,0.0,0.05660601471226126,21
1.25,0.01,1.0,0.1969691584215044,16
1.25,0.009000000000000001,3.0,0.5155868194383159,9
1.25,0.008,0.0,0.1795232414402155,5
1.25,0.009000000000000001,0.0,0.1848834012384133,20
1.25,0.01,0.0,0.11673615471611885,17
1.25,0.01,0.0,0.09620685154695917,6
1.25,0.01,0.0,0.2024850166682761,19
1.25,0.01,0.0,0.09082256910576936,8
