index,#_diseases,dataset_num,file_num,kl_div_z,kl_div,js_div_z,js_div,pow_div_z,pow_div
316,4,22,2,0.146972906,0.146972906,0.200280391,0.200280391,0.283459062,0.283459062
317,4,22,3,0.049881555,0.049881555,0.109670401,0.109670401,0.106205678,0.106205678
318,4,22,4,NaN,0.248989677,0.263768106,0.263776041,0.461846828,0.461899683
319,4,22,5,NaN,0.258060819,0.266976688,0.266975929,0.48625456,0.486251101
320,7,22,1,0.099584742,0.099584742,0.149850025,0.149850025,0.239775534,0.239775534
321,7,22,2,0.188250797,0.188250797,0.206699791,0.206699791,0.465580452,0.465580452
322,7,22,3,NaN,0.270877491,0.252539532,0.252544953,0.643446356,0.643468631
323,7,22,4,0.25573105,0.25573105,0.251007735,0.251007735,0.572033147,0.572033147
324,7,22,5,0.358387879,0.358387879,0.295538923,0.295538923,0.791275768,0.791275768
325,10,22,1,0.105917905,0.105917905,0.159511059,0.159511059,0.235058461,0.235058461
326,10,22,2,0.1528707,0.1528707,0.190304656,0.190304656,0.342528974,0.342528974
327,10,22,3,0.187523176,0.187523176,0.21013048,0.21013048,0.461508328,0.461508328
328,10,22,4,0.18826662,0.18826662,0.21396624,0.21396624,0.417371533,0.417371533
329,10,22,5,0.185681756,0.185681756,0.209435168,0.209435168,0.429877093,0.429877093
330,4,23,1,0.106883829,0.106883829,0.148426075,0.148426075,0.303361589,0.303361589
331,4,23,2,NaN,0.236217514,0.26280157,0.262730274,0.40801211,0.407783036
332,4,23,3,0.182919818,0.182919818,0.227360688,0.227360688,0.323739284,0.323739284
333,4,23,4,0.265751464,0.265751464,0.261958119,0.261958119,0.542780877,0.542780877
334,4,23,5,NaN,0.17419259,0.225607428,0.225602341,0.290022688,0.290012975
335,7,23,1,0.103291855,0.103291855,0.153270108,0.153270108,0.243991836,0.243991836
336,7,23,2,0.163639482,0.163639482,0.202413017,0.202413017,0.344955579,0.344955579
337,7,23,3,0.145022129,0.145022129,0.18518888,0.18518888,0.336444421,0.336444421
338,7,23,4,0.261722849,0.261722849,0.241608802,0.241608802,0.680280827,0.680280827
339,7,23,5,0.334954897,0.334954897,0.288140447,0.288140447,0.719678554,0.719678554
340,10,23,1,0.095094987,0.095094987,0.148532868,0.148532868,0.219254056,0.219254056
341,10,23,2,0.216988732,0.216988732,0.219601055,0.219601055,0.533726044,0.533726044
342,10,23,3,0.29494409,0.29494409,0.257100307,0.257100307,0.799401173,0.799401173
343,10,23,4,0.153656346,0.153656346,0.193628918,0.193628918,0.336532215,0.336532215
344,10,23,5,0.297880292,0.297880292,0.265970366,0.265970366,0.707766306,0.707766306
345,4,24,1,0.099940373,0.099940373,0.168893141,0.168893141,0.172012796,0.172012796
346,4,24,2,0.13831804,0.13831804,0.171515511,0.171515511,0.363087347,0.363087347
347,4,24,3,NaN,0.152512282,0.207094008,0.207093389,0.274413976,0.274414835
348,4,24,4,0.147842511,0.147842511,0.203184267,0.203184267,0.261927485,0.261927485
349,4,24,5,0.171238401,0.171238401,0.226304972,0.226304972,0.277038124,0.277038124
350,7,24,1,0.086834842,0.086834842,0.149157408,0.149157408,0.178820802,0.178820802
351,7,24,2,0.162449647,0.162449647,0.19981641,0.19981641,0.367277438,0.367277438
352,7,24,3,0.239337671,0.239337671,0.224476481,0.224476481,0.662456054,0.662456054
353,7,24,4,0.252925474,0.252925474,0.231102172,0.231102172,0.74548727,0.74548727
354,7,24,5,0.355695302,0.355695302,0.297041248,0.297041248,0.766832153,0.766832153
355,10,24,1,0.105557076,0.105557076,0.154458151,0.154458151,0.257357096,0.257357096
356,10,24,2,0.244882262,0.244882262,0.224700872,0.224700872,0.717049072,0.717049072
357,10,24,3,0.324530322,0.324530322,0.250056829,0.250056829,1.236450798,1.236450798
358,10,24,4,0.367594597,0.367594597,0.265902209,0.265902209,1.402530417,1.402530417
359,10,24,5,0.369041988,0.369041988,0.277381288,0.277381288,1.21461268,1.21461268
360,4,25,1,0.031006504,0.031006504,0.091856027,0.091856027,0.05663935,0.05663935
361,4,25,2,0.061923417,0.061923417,0.118972611,0.118972611,0.140848878,0.140848878
362,4,25,3,0.052781857,0.052781857,0.113990588,0.113990588,0.109023319,0.109023319
363,4,25,4,0.12974609,0.12974609,0.191745924,0.191745924,0.223709692,0.223709692
364,4,25,5,0.227758145,0.227758145,0.232621272,0.232621272,0.507470822,0.507470822
365,7,25,1,0.072191892,0.072191892,0.13484605,0.13484605,0.150221281,0.150221281
366,7,25,2,0.1544111,0.1544111,0.192822611,0.192822611,0.351491773,0.351491773
367,7,25,3,0.126185024,0.126185024,0.175835331,0.175835331,0.280003651,0.280003651
368,7,25,4,0.298816203,0.298816203,0.257809767,0.257809767,0.811209109,0.811209109
369,7,25,5,0.461839654,0.461839654,0.325779698,0.325779698,1.149394679,1.149394679
370,10,25,1,0.067622269,0.067622269,0.135851606,0.135851606,0.123907707,0.123907707
371,10,25,2,0.162176744,0.162176744,0.195691136,0.195691136,0.374181241,0.374181241
372,10,25,3,0.170042972,0.170042972,0.200065113,0.200065113,0.43582624,0.43582624
373,10,25,4,0.234119408,0.234119408,0.239074216,0.239074216,0.541597473,0.541597473
374,10,25,5,0.225331593,0.225331593,0.232765181,0.232765181,0.520593883,0.520593883
375,4,26,1,0.078114044,0.078114044,0.136312859,0.136312859,0.171456798,0.171456798
376,4,26,2,0.134319133,0.134319133,0.184092737,0.184092737,0.278786602,0.278786602
377,4,26,3,0.087722875,0.087722875,0.141208608,0.141208608,0.202463899,0.202463899
378,4,26,4,0.130010905,0.130010905,0.177542608,0.177542608,0.275464869,0.275464869
379,4,26,5,NaN,0.185887009,0.219809991,0.21980241,0.374704395,0.374664521
380,7,26,1,0.066502525,0.066502525,0.129678342,0.129678342,0.135380385,0.135380385
381,7,26,2,0.135183442,0.135183442,0.177568003,0.177568003,0.317281865,0.317281865
382,7,26,3,0.119619075,0.119619075,0.17445896,0.17445896,0.250562453,0.250562453
383,7,26,4,NaN,0.135441985,0.192786482,0.192790138,0.254189903,0.254201698
384,7,26,5,0.233998689,0.233998689,0.251039025,0.251039025,0.438832942,0.438832942
385,10,26,1,0.187537185,0.187537185,0.202432078,0.202432078,0.478194886,0.478194886
386,10,26,2,0.428804181,0.428804181,0.300583299,0.300583299,1.236410155,1.236410155
387,10,26,3,0.426498583,0.426498583,0.315184525,0.315184525,1.071741588,1.071741588
388,10,26,4,0.666026181,0.666026181,0.384001562,0.384001562,1.901497664,1.901497664
389,10,26,5,NaN,0.61135575,0.374940204,0.374941704,1.665396575,1.665424647
390,4,27,1,0.054802925,0.054802925,0.115989703,0.115989703,0.114553976,0.114553976
391,4,27,2,0.128801922,0.128801922,0.176064058,0.176064058,0.288769277,0.288769277
392,4,27,3,0.049521798,0.049521798,0.110406545,0.110406545,0.103234216,0.103234216
393,4,27,4,0.142316622,0.142316622,0.195575192,0.195575192,0.268851361,0.268851361
394,4,27,5,NaN,0.194838906,0.225601092,0.225579225,0.392323961,0.392226273
395,7,27,1,0.066755708,0.066755708,0.140895591,0.140895591,0.106633313,0.106633313
396,7,27,2,0.106837044,0.106837044,0.154780792,0.154780792,0.277463616,0.277463616
397,7,27,3,0.051714965,0.051714965,0.111385352,0.111385352,0.112871842,0.112871842
398,7,27,4,NaN,0.143371889,0.197809879,0.197806673,0.26924144,0.269231505
399,7,27,5,0.285129572,0.285129572,0.272544661,0.272544661,0.564902226,0.564902226
400,10,27,1,0.183748042,0.183748042,0.18786792,0.18786792,0.588023393,0.588023393
401,10,27,2,0.368124407,0.368124407,0.269833304,0.269833304,1.199016063,1.199016063
402,10,27,3,0.59600178,0.59600178,0.322890764,0.322890764,3.115149634,3.115149634
403,10,27,4,0.855808872,0.855808872,0.37433904,0.37433904,4.829939051,4.829939051
404,10,27,5,1.000919564,1.000919564,0.401156787,0.401156787,6.417061807,6.417061807
405,4,28,1,0.04551812,0.04551812,0.107188907,0.107188907,0.092831338,0.092831338
406,4,28,2,0.106830839,0.106830839,0.171718822,0.171718822,0.201075693,0.201075693
407,4,28,3,0.123752829,0.123752829,0.173300817,0.173300817,0.265295142,0.265295142
408,4,28,4,NaN,0.126040954,0.194136638,0.194136146,0.205008229,0.205011574
409,4,28,5,NaN,0.168295465,0.221842536,0.221839973,0.285827086,0.285814616
410,7,28,1,0.055287406,0.055287406,0.123089354,0.123089354,0.100927979,0.100927979
411,7,28,2,0.115877327,0.115877327,0.165542437,0.165542437,0.272150031,0.272150031
412,7,28,3,0.08789587,0.08789587,0.147391037,0.147391037,0.183169706,0.183169706
413,7,28,4,0.081897369,0.081897369,0.141949536,0.141949536,0.173780663,0.173780663
414,7,28,5,0.267769819,0.267769819,0.268253557,0.268253557,0.501910575,0.501910575
415,10,28,1,0.181587687,0.181587687,0.199507777,0.199507777,0.466368497,0.466368497
416,10,28,2,0.374954461,0.374954461,0.261874705,0.261874705,1.676548365,1.676548365
417,10,28,3,0.339615823,0.339615823,0.269861141,0.269861141,0.981740508,0.981740508
418,10,28,4,0.525000833,0.525000833,0.332296592,0.332296592,1.601192658,1.601192658
419,10,28,5,0.530281614,0.530281614,0.325770634,0.325770634,1.753615593,1.753615593
420,4,29,1,0.049954395,0.049954395,0.111088473,0.111088473,0.103595594,0.103595594
421,4,29,2,0.187924613,0.187924613,0.208357834,0.208357834,0.461839779,0.461839779
422,4,29,3,0.078750184,0.078750184,0.142733762,0.142733762,0.155204082,0.155204082
423,4,29,4,NaN,0.110095598,0.177415211,0.177415252,0.192520561,0.192522857
424,4,29,5,0.106428865,0.106428865,0.16506756,0.16506756,0.21081843,0.21081843
425,7,29,1,0.032437235,0.032437235,0.097788492,0.097788492,0.052364069,0.052364069
426,7,29,2,0.073167634,0.073167634,0.143757764,0.143757764,0.127758054,0.127758054
427,7,29,3,0.064075648,0.064075648,0.127484818,0.127484818,0.130333622,0.130333622
428,7,29,4,0.165228755,0.165228755,0.20302151,0.20302151,0.353102682,0.353102682
429,7,29,5,0.215336436,0.215336436,0.242655085,0.242655085,0.394936464,0.394936464
430,10,29,1,0.15357464,0.15357464,0.189533211,0.189533211,0.363656698,0.363656698
431,10,29,2,0.303372398,0.303372398,0.262179018,0.262179018,0.744313869,0.744313869
432,10,29,3,0.335473764,0.335473764,0.273068422,0.273068422,0.89468947,0.89468947
433,10,29,4,0.358551791,0.358551791,0.279636894,0.279636894,0.972854582,0.972854582
434,10,29,5,0.411274956,0.411274956,0.307039669,0.307039669,1.030262655,1.030262655
435,4,30,1,0.078114044,0.078114044,0.136312859,0.136312859,0.171456798,0.171456798
436,4,30,2,0.156773712,0.156773712,0.197687595,0.197687595,0.334879554,0.334879554
437,4,30,3,NaN,0.269285971,0.291066022,0.29106186,0.401367747,0.401327564
438,4,30,4,NaN,0.119845349,0.18147194,0.181456317,0.223859339,0.223791569
439,4,30,5,0.082202132,0.082202132,0.147668361,0.147668361,0.154519882,0.154519882
440,7,30,1,0.052600716,0.052600716,0.12353601,0.12353601,0.087464894,0.087464894
441,7,30,2,0.082277398,0.082277398,0.14872192,0.14872192,0.154539428,0.154539428
442,7,30,3,0.09839616,0.09839616,0.15620235,0.15620235,0.20681585,0.20681585
443,7,30,4,0.134721312,0.134721312,0.190326887,0.190326887,0.255295952,0.255295952
444,7,30,5,0.236801218,0.236801218,0.251965646,0.251965646,0.448484133,0.448484133
445,10,30,1,0.252457776,0.252457776,0.21215702,0.21215702,0.915603852,0.915603852
446,10,30,2,0.465692462,0.465692462,0.26472366,0.26472366,3.685694406,3.685694406
447,10,30,3,NaN,0.520282511,0.309784234,0.309773598,2.887214045,2.886868799
448,10,30,4,0.631807364,0.631807364,0.335174245,0.335174245,3.530267386,3.530267386
449,10,30,5,0.798830378,0.798830378,0.354030264,0.354030264,7.784663608,7.784663608
450,4,31,1,0.097002206,0.097002206,0.148923816,0.148923816,0.223011185,0.223011185
451,4,31,2,NaN,0.216708504,0.240232282,0.240243619,0.435380993,0.435460632
452,4,31,3,NaN,0.347338591,0.3179674,0.317966007,0.60469954,0.604695686
453,4,31,4,0.061210702,0.061210702,0.123627385,0.123627385,0.124907586,0.124907586
454,4,31,5,0.092868201,0.092868201,0.154539837,0.154539837,0.183592113,0.183592113
455,7,31,1,0.07997467,0.07997467,0.146063094,0.146063094,0.152200136,0.152200136
456,7,31,2,0.120544632,0.120544632,0.167055601,0.167055601,0.287099543,0.287099543
457,7,31,3,0.079344055,0.079344055,0.138822991,0.138822991,0.170509816,0.170509816
458,7,31,4,0.099657768,0.099657768,0.153619188,0.153619188,0.220414853,0.220414853
459,7,31,5,0.282548755,0.282548755,0.27407725,0.27407725,0.53988892,0.53988892
460,10,31,1,0.219673572,0.219673572,0.207743689,0.207743689,0.686323813,0.686323813
461,10,31,2,0.47650667,0.47650667,0.281939465,0.281939465,1.964121744,1.964121744
462,10,31,3,0.543178476,0.543178476,0.314839332,0.314839332,2.476814198,2.476814198
463,10,31,4,0.653520658,0.653520658,0.344365284,0.344365284,2.996200905,2.996200905
464,10,31,5,0.588244506,0.588244506,0.328426929,0.328426929,3.542746477,3.542746477
465,4,32,1,0.030003951,0.030003951,0.091374244,0.091374244,0.053127902,0.053127902
466,4,32,2,0.072856435,0.072856435,0.147801874,0.147801874,0.115059212,0.115059212
467,4,32,3,0.05912433,0.05912433,0.12145484,0.12145484,0.123097467,0.123097467
468,4,32,4,0.054577781,0.054577781,0.120056736,0.120056736,0.103081468,0.103081468
469,4,32,5,0.078724502,0.078724502,0.145955521,0.145955521,0.143747153,0.143747153
470,7,32,1,0.052873857,0.052873857,0.113577602,0.113577602,0.111420949,0.111420949
471,7,32,2,0.113022189,0.113022189,0.166434623,0.166434623,0.252102854,0.252102854
472,7,32,3,0.124622207,0.124622207,0.169050381,0.169050381,0.307082576,0.307082576
473,7,32,4,0.133762136,0.133762136,0.18560823,0.18560823,0.270495981,0.270495981
474,7,32,5,0.238746183,0.238746183,0.253030921,0.253030921,0.450917088,0.450917088
475,10,32,1,0.441459104,0.441459104,0.249424593,0.249424593,2.782294563,2.782294563
476,10,32,2,0.668015347,0.668015347,0.316570224,0.316570224,4.232058517,4.232058517
477,10,32,3,0.977823472,0.977823472,0.35878928,0.35878928,41.09825247,41.09825247
478,10,32,4,1.027920552,1.027920552,0.382862734,0.382862734,35.88316422,35.88316422
479,10,32,5,1.180429928,1.180429928,0.405873438,0.405873438,25.51001221,25.51001221
480,4,33,1,0.05647398,0.05647398,0.118597221,0.118597221,0.116533736,0.116533736
481,4,33,2,0.075040746,0.075040746,0.147465618,0.147465618,0.125765876,0.125765876
482,4,33,3,0.170443215,0.170443215,0.216533476,0.216533476,0.315131314,0.315131314
483,4,33,4,NaN,0.219648557,0.233592731,0.233596176,0.483206984,0.483224153
484,4,33,5,0.112863485,0.112863485,0.177081734,0.177081734,0.201519304,0.201519304
485,7,33,1,0.046149004,0.046149004,0.107442408,0.107442408,0.09474987,0.09474987
486,7,33,2,0.109823097,0.109823097,0.164081512,0.164081512,0.24583457,0.24583457
487,7,33,3,0.102116036,0.102116036,0.157606853,0.157606853,0.223930496,0.223930496
488,7,33,4,0.109949578,0.109949578,0.169261612,0.169261612,0.21582216,0.21582216
489,7,33,5,0.246139559,0.246139559,0.256842511,0.256842511,0.464358406,0.464358406
490,10,33,1,0.549811822,0.549811822,0.310573981,0.310573981,2.163478867,2.163478867
491,10,33,2,1.019306192,1.019306192,0.407950556,0.407950556,5.100862421,5.100862421
492,10,33,3,1.230307968,1.230307968,0.457774514,0.457774514,6.44399661,6.44399661
493,10,33,4,1.449358993,1.449358993,0.490556949,0.490556949,8.099906634,8.099906634
494,10,33,5,1.632763922,1.632763922,0.51977198,0.51977198,9.70394557,9.70394557
495,4,34,1,0.0457583,0.0457583,0.107103836,0.107103836,0.093764814,0.093764814
496,4,34,2,0.115875326,0.115875326,0.161995268,0.161995268,0.273301492,0.273301492
497,4,34,3,0.125061192,0.125061192,0.188774453,0.188774453,0.219006188,0.219006188
498,4,34,4,0.102907703,0.102907703,0.169559567,0.169559567,0.179386702,0.179386702
499,4,34,5,0.070638758,0.070638758,0.138739436,0.138739436,0.126964809,0.126964809
500,7,34,1,0.0578484,0.0578484,0.120693726,0.120693726,0.118059504,0.118059504
501,7,34,2,0.076075467,0.076075467,0.147970913,0.147970913,0.129275089,0.129275089
502,7,34,3,0.085009697,0.085009697,0.142117308,0.142117308,0.190696539,0.190696539
503,7,34,4,0.114532725,0.114532725,0.162413518,0.162413518,0.264783519,0.264783519
504,7,34,5,0.301679165,0.301679165,0.283662158,0.283662158,0.573867379,0.573867379
505,10,34,1,0.045201477,0.045201477,0.1061678,0.1061678,0.093946968,0.093946968
506,10,34,2,0.153428978,0.153428978,0.184002993,0.184002993,0.405089092,0.405089092
507,10,34,3,0.157265511,0.157265511,0.190434094,0.190434094,0.387152802,0.387152802
508,10,34,4,0.164399069,0.164399069,0.195453295,0.195453295,0.398516547,0.398516547
509,10,34,5,0.223125674,0.223125674,0.232108951,0.232108951,0.506069914,0.506069914
510,4,35,1,0.102273614,0.102273614,0.174614282,0.174614282,0.162681864,0.162681864
511,4,35,2,0.150787356,0.150787356,0.189538817,0.189538817,0.35014497,0.35014497
512,4,35,3,NaN,0.230421239,0.258147241,0.258144835,0.400757463,0.400753891
513,4,35,4,NaN,0.226605554,0.245104269,0.245103804,0.453739177,0.453738466
514,4,35,5,NaN,0.220732356,0.257551231,0.257551568,0.359828967,0.35983562
515,7,35,1,0.037406896,0.037406896,0.097406711,0.097406711,0.075221071,0.075221071
516,7,35,2,0.10494132,0.10494132,0.16421041,0.16421041,0.213797957,0.213797957
517,7,35,3,0.171316817,0.171316817,0.206434827,0.206434827,0.385851749,0.385851749
518,7,35,4,0.132983639,0.132983639,0.18516597,0.18516597,0.26599822,0.26599822
519,7,35,5,0.230218635,0.230218635,0.2490769,0.2490769,0.433680121,0.433680121
520,10,35,1,0.167913992,0.167913992,0.192912001,0.192912001,0.417638562,0.417638562
521,10,35,2,0.303024518,0.303024518,0.247470168,0.247470168,0.935785053,0.935785053
522,10,35,3,0.213535355,0.213535355,0.225857148,0.225857148,0.49384539,0.49384539
523,10,35,4,0.257484544,0.257484544,0.242071385,0.242071385,0.647089361,0.647089361
524,10,35,5,0.265876221,0.265876221,0.245960244,0.245960244,0.690142907,0.690142907
525,4,36,1,0.087573188,0.087573188,0.16312177,0.16312177,0.134464882,0.134464882
526,4,36,2,0.206641003,0.206641003,0.236546215,0.236546215,0.393209718,0.393209718
527,4,36,3,0.158828341,0.158828341,0.193572095,0.193572095,0.368223987,0.368223987
528,4,36,4,0.06160567,0.06160567,0.123665883,0.123665883,0.126940642,0.126940642
529,4,36,5,0.175116492,0.175116492,0.218578971,0.218578971,0.327081123,0.327081123
530,7,36,1,0.074579332,0.074579332,0.14222422,0.14222422,0.138708646,0.138708646
531,7,36,2,0.099109802,0.099109802,0.161567075,0.161567075,0.201081023,0.201081023
532,7,36,3,0.07658262,0.07658262,0.143765487,0.143765487,0.14200558,0.14200558
533,7,36,4,0.171440239,0.171440239,0.205829492,0.205829492,0.362393965,0.362393965
534,7,36,5,0.273754132,0.273754132,0.269409626,0.269409626,0.525703085,0.525703085
535,10,36,1,0.189740387,0.189740387,0.205337628,0.205337628,0.477595751,0.477595751
536,10,36,2,0.286656092,0.286656092,0.257112925,0.257112925,0.698764461,0.698764461
537,10,36,3,NaN,0.45422607,0.30664237,0.306647751,1.982380913,1.982547462
538,10,36,4,0.408673063,0.408673063,0.294782369,0.294782369,1.367279148,1.367279148
539,10,36,5,0.46862657,0.46862657,0.315383473,0.315383473,1.550805943,1.550805943
540,4,37,1,0.047959617,0.047959617,0.115352462,0.115352462,0.085185783,0.085185783
541,4,37,2,0.099485573,0.099485573,0.156629447,0.156629447,0.209702459,0.209702459
542,4,37,3,NaN,0.10181455,0.174508943,0.174508833,0.162078039,0.162077546
543,4,37,4,0.214035934,0.214035934,0.22798406,0.22798406,0.465507518,0.465507518
544,4,37,5,NaN,0.20729034,0.231520537,0.231518198,0.422031302,0.422034907
545,7,37,1,0.054165297,0.054165297,0.121566203,0.121566203,0.099036398,0.099036398
546,7,37,2,0.096095379,0.096095379,0.153028447,0.153028447,0.210249386,0.210249386
547,7,37,3,NaN,0.112626719,0.1712753,0.171281098,0.234376872,0.234398375
548,7,37,4,0.103732504,0.103732504,0.159430275,0.159430275,0.219932836,0.219932836
549,7,37,5,0.241294772,0.241294772,0.254403335,0.254403335,0.455055014,0.455055014
550,10,37,1,0.087401433,0.087401433,0.142444258,0.142444258,0.207084682,0.207084682
551,10,37,2,0.190454878,0.190454878,0.209670611,0.209670611,0.465718271,0.465718271
552,10,37,3,0.298713095,0.298713095,0.256230702,0.256230702,0.848051354,0.848051354
553,10,37,4,0.294573493,0.294573493,0.256825945,0.256825945,0.81916488,0.81916488
554,10,37,5,0.40794153,0.40794153,0.303551966,0.303551966,1.123931646,1.123931646
555,4,38,1,0.070328907,0.070328907,0.143205186,0.143205186,0.116065326,0.116065326
556,4,38,2,0.095735363,0.095735363,0.157369671,0.157369671,0.193570201,0.193570201
557,4,38,3,0.118765282,0.118765282,0.184617438,0.184617438,0.210815621,0.210815621
558,4,38,4,0.132661995,0.132661995,0.177285619,0.177285619,0.294830492,0.294830492
559,4,38,5,NaN,0.181739147,0.222824858,0.222820374,0.340906659,0.340906441
560,7,38,1,0.035436426,0.035436426,0.100343947,0.100343947,0.060761141,0.060761141
561,7,38,2,0.097956225,0.097956225,0.152670824,0.152670824,0.225669503,0.225669503
562,7,38,3,0.058540084,0.058540084,0.119546429,0.119546429,0.124429534,0.124429534
563,7,38,4,0.08270971,0.08270971,0.140967629,0.140967629,0.179093181,0.179093181
564,7,38,5,0.28892357,0.28892357,0.276614293,0.276614293,0.555839343,0.555839343
565,10,38,1,0.285676988,0.285676988,0.231434384,0.231434384,1.019039979,1.019039979
566,10,38,2,0.718833341,0.718833341,0.345926408,0.345926408,3.43274665,3.43274665
567,10,38,3,0.947910825,0.947910825,0.401249484,0.401249484,5.407109529,5.407109529
568,10,38,4,1.051898228,1.051898228,0.424854012,0.424854012,5.99689067,5.99689067
569,10,38,5,1.194362612,1.194362612,0.45024103,0.45024103,7.759465727,7.759465727
570,4,39,1,0.072761288,0.072761288,0.131760247,0.131760247,0.15725981,0.15725981
571,4,39,2,NaN,0.09168151,0.156609098,0.156610437,0.176093006,0.176098414
572,4,39,3,NaN,0.101287947,0.169479026,0.169480244,0.178395484,0.178402013
573,4,39,4,0.108917516,0.108917516,0.161410575,0.161410575,0.234862213,0.234862213
574,4,39,5,NaN,0.163194863,0.2172396,0.217242938,0.280722628,0.280731251
575,7,39,1,0.069464126,0.069464126,0.128140564,0.128140564,0.152427595,0.152427595
576,7,39,2,0.122477048,0.122477048,0.167634534,0.167634534,0.291153438,0.291153438
577,7,39,3,0.120593422,0.120593422,0.175165014,0.175165014,0.25224696,0.25224696
578,7,39,4,0.160596459,0.160596459,0.196646599,0.196646599,0.376562125,0.376562125
579,7,39,5,0.231914374,0.231914374,0.250222041,0.250222041,0.433747277,0.433747277
580,10,39,1,0.430998677,0.430998677,0.251148743,0.251148743,2.376627884,2.376627884
581,10,39,2,1.084010511,1.084010511,0.381668399,0.381668399,9.146890968,9.146890968
582,10,39,3,1.130917446,1.130917446,0.394090723,0.394090723,24.48787923,24.48787923
583,10,39,4,1.297984015,1.297984015,0.432787215,0.432787215,28.57287626,28.57287626
584,10,39,5,1.689340066,1.689340066,0.46115066,0.46115066,44.25384854,44.25384854
585,4,40,1,0.058985352,0.058985352,0.119649656,0.119649656,0.125352486,0.125352486
586,4,40,2,0.116303539,0.116303539,0.172591402,0.172591402,0.236154295,0.236154295
587,4,40,3,0.141076604,0.141076604,0.188801879,0.188801879,0.292499219,0.292499219
588,4,40,4,0.1105335,0.1105335,0.164483714,0.164483714,0.240195449,0.240195449
589,4,40,5,NaN,0.170278225,0.227690461,0.227690054,0.271789491,0.271788637
590,7,40,1,0.100367972,0.100367972,0.155594096,0.155594096,0.217760019,0.217760019
591,7,40,2,0.098325222,0.098325222,0.153057576,0.153057576,0.225487161,0.225487161
592,7,40,3,0.10334058,0.10334058,0.158627937,0.158627937,0.23189114,0.23189114
593,7,40,4,0.090930911,0.090930911,0.151024433,0.151024433,0.187606533,0.187606533
594,7,40,5,0.248001785,0.248001785,0.258317968,0.258317968,0.464225688,0.464225688
595,10,40,1,0.564404908,0.564404908,0.303693595,0.303693595,2.594633338,2.594633338
596,10,40,2,0.805817652,0.805817652,0.36356924,0.36356924,3.839290082,3.839290082
597,10,40,3,1.089779974,1.089779974,0.403841787,0.403841787,9.997477362,9.997477362
598,10,40,4,1.197270324,1.197270324,0.448984771,0.448984771,7.023385465,7.023385465
599,10,40,5,1.457316233,1.457316233,0.484532724,0.484532724,9.85847505,9.85847505
600,4,41,1,0.065508851,0.065508851,0.126474876,0.126474876,0.139005966,0.139005966
601,4,41,2,NaN,0.154106508,0.208289246,0.20828961,0.276423304,0.276424385
602,4,41,3,NaN,0.19561028,0.244413957,0.244418933,0.305053235,0.30507046
603,4,41,4,0.114552122,0.114552122,0.170666096,0.170666096,0.232570665,0.232570665
604,4,41,5,0.165907077,0.165907077,0.201140958,0.201140958,0.353150629,0.353150629
605,7,41,1,0.043258381,0.043258381,0.105682176,0.105682176,0.08543833,0.08543833
606,7,41,2,0.133629756,0.133629756,0.17264977,0.17264977,0.375075426,0.375075426
607,7,41,3,0.072919614,0.072919614,0.132822205,0.132822205,0.158258276,0.158258276
608,7,41,4,0.158009251,0.158009251,0.191446373,0.191446373,0.361072908,0.361072908
609,7,41,5,0.303736787,0.303736787,0.284808481,0.284808481,0.576609215,0.576609215
610,10,41,1,0.08713385,0.08713385,0.142411215,0.142411215,0.198722077,0.198722077
611,10,41,2,0.130747405,0.130747405,0.182148349,0.182148349,0.267380024,0.267380024
612,10,41,3,0.166154486,0.166154486,0.20146883,0.20146883,0.397753366,0.397753366
613,10,41,4,0.255103782,0.255103782,0.248653009,0.248653009,0.599580493,0.599580493
614,10,41,5,0.266347193,0.266347193,0.255952026,0.255952026,0.622598779,0.622598779
615,4,42,1,0.158354615,0.158354615,0.187122344,0.187122344,0.41764614,0.41764614
616,4,42,2,0.124874499,0.124874499,0.180179535,0.180179535,0.261793613,0.261793613
617,4,42,3,NaN,0.109972834,0.181232066,0.181244162,0.180390351,0.180428983
618,4,42,4,0.106742811,0.106742811,0.172477669,0.172477669,0.187512563,0.187512563
619,4,42,5,NaN,0.124673754,0.196756279,0.196761233,0.189361735,0.189379962
620,7,42,1,0.054085939,0.054085939,0.114573857,0.114573857,0.115221274,0.115221274
621,7,42,2,0.109053101,0.109053101,0.149248126,0.149248126,0.317050634,0.317050634
622,7,42,3,0.102033289,0.102033289,0.156874297,0.156874297,0.229009966,0.229009966
623,7,42,4,0.13381915,0.13381915,0.17982752,0.17982752,0.297436291,0.297436291
624,7,42,5,0.273501359,0.273501359,0.270031033,0.270031033,0.519973873,0.519973873
625,10,42,1,0.349755693,0.349755693,0.252545992,0.252545992,1.25997635,1.25997635
626,10,42,2,0.515859221,0.515859221,0.311567942,0.311567942,1.831382382,1.831382382
627,10,42,3,0.650925974,0.650925974,0.342252208,0.342252208,2.976972483,2.976972483
628,10,42,4,0.915330269,0.915330269,0.396521054,0.396521054,5.072592456,5.072592456
629,10,42,5,0.947563904,0.947563904,0.416641047,0.416641047,4.217893361,4.217893361
630,4,43,1,0.154158696,0.154158696,0.188256451,0.188256451,0.353716726,0.353716726
631,4,43,2,0.081610833,0.081610833,0.142907515,0.142907515,0.171380287,0.171380287
632,4,43,3,0.176742383,0.176742383,0.222900274,0.222900274,0.312078247,0.312078247
633,4,43,4,0.198044325,0.198044325,0.243948478,0.243948478,0.31782208,0.31782208
