index,#_diseases,dataset_num,file_num,sup_num,constraints,support,kl_div,js_div,pow_div
9582,18,9,9,7,20,0.0168,0.2052240147446262,0.2108975929911941,0.5723678864389408
9583,18,9,9,8,19,0.0194,0.18319103745169021,0.2065230782941515,0.4233645991373394
9584,18,9,9,9,19,0.022,0.18319103745169021,0.2065230782941515,0.4233645991373394
9585,18,9,9,10,19,0.0247,0.18319103745169021,0.2065230782941515,0.4233645991373394
9586,18,9,9,11,19,0.0273,0.18319103745169021,0.2065230782941515,0.4233645991373394
9587,18,9,9,12,19,0.03,0.18319103745169021,0.2065230782941515,0.4233645991373394
9588,18,9,10,1,70,0.001,0.6986094958699441,0.3316467634497235,13.441023969320563
9589,18,9,10,2,70,0.0036,0.6986094958699441,0.3316467634497235,13.441023969320563
9590,18,9,10,3,85,0.0062,0.659275367092705,0.3265712740366803,88.68418991231167
9591,18,9,10,4,85,0.0089,0.659275367092705,0.3265712740366803,88.68418991231167
9592,18,9,10,5,38,0.0115,0.6303113487671927,0.32233630787627343,17.660587017606886
9593,18,9,10,6,38,0.0141,0.6303113487671927,0.32233630787627343,17.660587017606886
9594,18,9,10,7,21,0.0168,0.6321013012033336,0.32302005077577745,6.40919229651967
9595,18,9,10,8,20,0.0194,0.6213714015054662,0.32800375017167394,3.2800627099679787
9596,18,9,10,9,20,0.022,0.6213714015054662,0.32800375017167394,3.2800627099679787
9597,18,9,10,10,19,0.0247,0.6212437176514509,0.3331183439598127,2.6199532526484135
9598,18,9,10,11,19,0.0273,0.6212437176514509,0.3331183439598127,2.6199532526484135
9599,18,9,10,12,19,0.03,0.6212437176514509,0.3331183439598127,2.6199532526484135
9600,20,9,1,1,77,0.005,0.5752485654231909,0.3461892237897429,1.8830399462942535
9601,20,9,1,2,57,0.0072,0.5734639688253725,0.3452734000627925,2.003011892436484
9602,20,9,1,3,80,0.0095,0.4588340869275077,0.3153561048277308,1.553979926803082
9603,20,9,1,4,41,0.0118,0.5287618915640167,0.33167416546753203,1.8746242464294816
9604,20,9,1,5,32,0.01409,0.6111347178037569,0.3496962086459167,2.2166161686900043
9605,20,9,1,6,22,0.0163,0.5915974039651767,0.35730153278676285,1.6178972909470344
9606,20,9,1,7,21,0.0186,0.5875089418667139,0.3567909808756367,1.596342452280479
9607,20,9,1,8,21,0.0209,0.5875089418667139,0.3567909808756367,1.596342452280479
9608,20,9,1,9,21,0.02318,0.5875089418667139,0.3567909808756367,1.596342452280479
9609,20,9,1,10,21,0.02545,0.5875089418667139,0.3567909808756367,1.596342452280479
9610,20,9,1,11,21,0.02772,0.5875089418667139,0.3567909808756367,1.596342452280479
9611,20,9,1,12,21,0.03,0.5875089418667139,0.3567909808756367,1.596342452280479
9612,20,9,2,1,115,0.005,1.3343226621857438,0.4566293230165391,10.0240502845003
9613,20,9,2,2,85,0.0072,1.3290323409711682,0.4505481223706388,11.702579113372954
9614,20,9,2,3,79,0.0095,1.3114012469478502,0.44770995091248467,9.5218752146269
9615,20,9,2,4,67,0.0118,1.2884475451860593,0.4415800547429037,11.266139246429258
9616,20,9,2,5,66,0.01409,1.2728180820081796,0.4404811459815887,10.538352734916572
9617,20,9,2,6,54,0.0163,1.2586400169483563,0.4459250701158868,8.265880247198673
9618,20,9,2,7,79,0.0186,1.0756577271136127,0.42044338241354967,6.365650220521739
9619,20,9,2,8,52,0.0209,1.1624550440050196,0.4262906458972122,7.626588025949843
9620,20,9,2,9,41,0.02318,1.249520796953306,0.44195761480291623,7.991791503761923
9621,20,9,2,10,29,0.02545,1.3556880672191716,0.45848589980789634,8.858373641051577
9622,20,9,2,11,22,0.02772,1.3694842296218048,0.4657971746317646,8.134762731304978
9623,20,9,2,12,21,0.03,1.3709204454890376,0.46829904675353756,7.606263602346508
9624,20,9,3,1,22,0.005,0.08609841726102424,0.14486160687242877,0.19110123645888366
9625,20,9,3,2,21,0.0072,0.07537446730899561,0.13744210533575138,0.15554114520981832
9626,20,9,3,3,21,0.0095,0.07537446730899561,0.13744210533575138,0.15554114520981832
9627,20,9,3,4,21,0.0118,0.07537446730899561,0.13744210533575138,0.15554114520981832
9628,20,9,3,5,21,0.01409,0.07537446730899561,0.13744210533575138,0.15554114520981832
9629,20,9,3,6,21,0.0163,0.07537446730899561,0.13744210533575138,0.15554114520981832
9630,20,9,3,7,21,0.0186,0.07537446730899561,0.13744210533575138,0.15554114520981832
9631,20,9,3,8,21,0.0209,0.07537446730899561,0.13744210533575138,0.15554114520981832
9632,20,9,3,9,21,0.02318,0.07537446730899561,0.13744210533575138,0.15554114520981832
9633,20,9,3,10,21,0.02545,0.07537446730899561,0.13744210533575138,0.15554114520981832
9634,20,9,3,11,21,0.02772,0.07537446730899561,0.13744210533575138,0.15554114520981832
9635,20,9,3,12,21,0.03,0.07537446730899561,0.13744210533575138,0.15554114520981832
9636,20,9,4,1,104,0.005,0.2973742880948,0.2562585796199061,0.9546263882200913
9637,20,9,4,2,80,0.0072,0.2796223798805652,0.2481043822995238,0.8877532041773881
9638,20,9,4,3,75,0.0095,0.27722227024974166,0.24506595047393423,0.96782289344942
9639,20,9,4,4,67,0.0118,0.2518200569501743,0.23705062012936529,0.7181284664118861
9640,20,9,4,5,62,0.01409,0.27126632831371333,0.24441089782041972,0.7878843079450623
9641,20,9,4,6,94,0.0163,0.15656386648726114,0.18946840615046093,0.40108923031075927
9642,20,9,4,7,52,0.0186,0.2143517897996693,0.2196333147883962,0.572133499498138
9643,20,9,4,8,28,0.0209,0.3083070271074487,0.2680063463146853,0.7657581490535047
9644,20,9,4,9,27,0.02318,0.3063338959276614,0.26839255579509835,0.7481587614566969
9645,20,9,4,10,24,0.02545,0.2727647270358081,0.2587968710168846,0.6066644091727699
9646,20,9,4,11,21,0.02772,0.25235487673636287,0.2562607775233594,0.4969449404581212
9647,20,9,4,12,21,0.03,0.25235487673636287,0.2562607775233594,0.4969449404581212
9648,20,9,5,1,47,0.005,0.07938890252948504,0.13035069586267486,0.22343534459024683
9649,20,9,5,2,22,0.0072,0.08389177688285417,0.14359221985808665,0.17893602938148578
9650,20,9,5,3,21,0.0095,0.07857493499684855,0.14065056624508301,0.15960818807014437
9651,20,9,5,4,21,0.0118,0.07857493499684855,0.14065056624508301,0.15960818807014437
9652,20,9,5,5,21,0.01409,0.07857493499684855,0.14065056624508301,0.15960818807014437
9653,20,9,5,6,21,0.0163,0.07857493499684855,0.14065056624508301,0.15960818807014437
9654,20,9,5,7,21,0.0186,0.07857493499684855,0.14065056624508301,0.15960818807014437
9655,20,9,5,8,21,0.0209,0.07857493499684855,0.14065056624508301,0.15960818807014437
9656,20,9,5,9,21,0.02318,0.07857493499684855,0.14065056624508301,0.15960818807014437
9657,20,9,5,10,21,0.02545,0.07857493499684855,0.14065056624508301,0.15960818807014437
9658,20,9,5,11,21,0.02772,0.07857493499684855,0.14065056624508301,0.15960818807014437
9659,20,9,5,12,21,0.03,0.07857493499684855,0.14065056624508301,0.15960818807014437
9660,20,9,6,1,41,0.005,0.39411689534264743,0.2886798176526384,1.2976582028130539
9661,20,9,6,2,27,0.0072,0.4351181631643547,0.2985817083165538,1.4132333772823733
9662,20,9,6,3,21,0.0095,0.43365293886660194,0.30355625246959,1.198866949175173
9663,20,9,6,4,21,0.0118,0.43365293886660194,0.30355625246959,1.198866949175173
9664,20,9,6,5,21,0.01409,0.43365293886660194,0.30355625246959,1.198866949175173
9665,20,9,6,6,21,0.0163,0.43365293886660194,0.30355625246959,1.198866949175173
9666,20,9,6,7,21,0.0186,0.43365293886660194,0.30355625246959,1.198866949175173
9667,20,9,6,8,21,0.0209,0.43365293886660194,0.30355625246959,1.198866949175173
9668,20,9,6,9,21,0.02318,0.43365293886660194,0.30355625246959,1.198866949175173
9669,20,9,6,10,21,0.02545,0.43365293886660194,0.30355625246959,1.198866949175173
9670,20,9,6,11,21,0.02772,0.43365293886660194,0.30355625246959,1.198866949175173
